"","STATECD","COUNTYCD","PLOT","INVYR","CONDITION","KEY","TIME_PER","subplot_list"
"1291",55,125,20247,2004,"M","55_125_20247",0,"3214"
"1292",55,125,20251,2001,"M","55_125_20251",0,"4312"
"1293",55,125,20256,2003,"F","55_125_20256",0,"1324"
"1294",55,125,20258,2002,"F","55_125_20258",0,"3214"
"1295",55,125,20259,2003,"F","55_125_20259",0,"4231"
"1296",55,125,20261,2003,"F","55_125_20261",0,"4231"
"1297",55,125,20265,2000,"F","55_125_20265",0,"4321"
"1298",55,125,20266,2004,"F","55_125_20266",0,"1324"
"1299",55,125,20270,2004,"F","55_125_20270",0,"3241"
"1300",55,125,20273,2003,"F","55_125_20273",0,"1324"
"1301",55,125,20283,2001,"F","55_125_20283",0,"3142"
"1302",55,125,20294,2002,"F","55_125_20294",0,"2413"
"1303",55,125,20304,2002,"F","55_125_20304",0,"1423"
"1304",55,125,20307,2004,"F","55_125_20307",0,"1324"
"1305",55,125,20309,2003,"F","55_125_20309",0,"4123"
"1306",55,125,20312,2001,"M","55_125_20312",0,"3214"
"1307",55,125,20313,2000,"F","55_125_20313",0,"3412"
"1308",55,125,20317,2004,"F","55_125_20317",0,"1243"
"1309",55,125,20320,2004,"F","55_125_20320",0,"4213"
"1310",55,125,20323,2000,"F","55_125_20323",0,"1342"
"1311",55,125,20326,2004,"F","55_125_20326",0,"3241"
"1312",55,125,20330,2004,"M","55_125_20330",0,"1423"
"1313",55,125,20331,2004,"F","55_125_20331",0,"2413"
"1314",55,125,20337,2002,"F","55_125_20337",0,"2314"
"1315",55,125,20338,2000,"M","55_125_20338",0,"2341"
"1316",55,125,20340,2003,"F","55_125_20340",0,"1342"
"1317",55,125,20345,2003,"M","55_125_20345",0,"2134"
"1318",55,125,20350,2002,"F","55_125_20350",0,"1234"
"1319",55,125,20355,2002,"M","55_125_20355",0,"1324"
"1320",55,125,20358,2002,"F","55_125_20358",0,"2341"
"1321",55,125,20364,2000,"F","55_125_20364",0,"2143"
"1322",55,125,20365,2004,"M","55_125_20365",0,"3421"
"1323",55,125,20372,2001,"F","55_125_20372",0,"3241"
"1324",55,125,20374,2003,"F","55_125_20374",0,"3214"
"1325",55,125,20375,2003,"F","55_125_20375",0,"3241"
"1326",55,125,20377,2003,"M","55_125_20377",0,"1243"
"1327",55,125,20378,2003,"M","55_125_20378",0,"4312"
"1328",55,125,20379,2000,"F","55_125_20379",0,"2341"
"1329",55,125,20380,2003,"F","55_125_20380",0,"2143"
"1330",55,125,20381,2001,"M","55_125_20381",0,"1324"
"1331",55,125,20382,2003,"M","55_125_20382",0,"1342"
"1332",55,125,20383,2002,"F","55_125_20383",0,"1423"
"1333",55,125,20384,2001,"F","55_125_20384",0,"4312"
"1334",55,125,20385,2003,"F","55_125_20385",0,"1342"
"1335",55,125,20386,2001,"M","55_125_20386",0,"3412"
"1336",55,125,20387,2002,"F","55_125_20387",0,"3421"
"1337",55,125,20388,2004,"M","55_125_20388",0,"2314"
"1338",55,125,20389,2004,"F","55_125_20389",0,"1243"
"1339",55,125,20390,2000,"F","55_125_20390",0,"1423"
"1340",55,125,20392,2000,"F","55_125_20392",0,"3421"
"1341",55,125,20393,2000,"F","55_125_20393",0,"2431"
"1342",55,125,20394,2000,"F","55_125_20394",0,"1423"
"1343",55,125,20395,2000,"F","55_125_20395",0,"4321"
"1344",55,125,20396,2000,"F","55_125_20396",0,"4123"
"1345",55,125,20397,2000,"M","55_125_20397",0,"2314"
"1346",55,125,20398,2000,"F","55_125_20398",0,"3124"
"1347",55,125,20399,2000,"F","55_125_20399",0,"3142"
"1348",55,125,20400,2000,"F","55_125_20400",0,"4213"
"1349",55,125,20401,2000,"F","55_125_20401",0,"3142"
"1350",55,125,20402,2000,"F","55_125_20402",0,"2341"
"1351",55,125,20403,2000,"M","55_125_20403",0,"1234"
"1352",55,125,20404,2000,"F","55_125_20404",0,"2134"
"1353",55,125,20405,2000,"M","55_125_20405",0,"1432"
"1354",55,125,20406,2000,"M","55_125_20406",0,"2134"
"1355",55,125,20407,2001,"F","55_125_20407",0,"2134"
"1356",55,125,20408,2001,"F","55_125_20408",0,"2431"
"1357",55,125,20409,2001,"F","55_125_20409",0,"2413"
"1358",55,125,20410,2001,"F","55_125_20410",0,"4132"
"1359",55,125,20412,2001,"F","55_125_20412",0,"4231"
"1360",55,125,20414,2001,"M","55_125_20414",0,"1342"
"1361",55,125,20415,2001,"F","55_125_20415",0,"2314"
"1362",55,125,20417,2001,"F","55_125_20417",0,"3412"
"1363",55,125,20418,2001,"F","55_125_20418",0,"4123"
"1364",55,125,20420,2001,"F","55_125_20420",0,"3421"
"1365",55,125,20421,2001,"M","55_125_20421",0,"4312"
"1366",55,125,20422,2001,"M","55_125_20422",0,"1342"
"1367",55,125,20436,2001,"F","55_125_20436",0,"3412"
"1368",55,125,20437,2001,"F","55_125_20437",0,"2314"
"1369",55,125,20439,2001,"F","55_125_20439",0,"1423"
"1370",55,125,20440,2002,"F","55_125_20440",0,"1423"
"1371",55,125,20441,2002,"F","55_125_20441",0,"2431"
"1372",55,125,20442,2002,"F","55_125_20442",0,"1432"
"1373",55,125,20443,2002,"F","55_125_20443",0,"1432"
"1374",55,125,20444,2002,"F","55_125_20444",0,"2314"
"1375",55,125,20445,2002,"F","55_125_20445",0,"3214"
"1376",55,125,20446,2002,"F","55_125_20446",0,"2134"
"1377",55,125,20447,2002,"F","55_125_20447",0,"2143"
"1378",55,125,20450,2002,"M","55_125_20450",0,"1243"
"1379",55,125,20452,2002,"M","55_125_20452",0,"1432"
"1380",55,125,20453,2002,"F","55_125_20453",0,"3412"
"1381",55,125,20456,2003,"F","55_125_20456",0,"2431"
"1382",55,125,20457,2003,"F","55_125_20457",0,"2314"
"1383",55,125,20458,2003,"F","55_125_20458",0,"2431"
"1384",55,125,20459,2003,"F","55_125_20459",0,"2341"
"1385",55,125,20460,2003,"M","55_125_20460",0,"3241"
"1386",55,125,20461,2003,"F","55_125_20461",0,"1243"
"1387",55,125,20462,2003,"F","55_125_20462",0,"4132"
"1388",55,125,20464,2003,"F","55_125_20464",0,"2314"
"1389",55,125,20465,2003,"F","55_125_20465",0,"3124"
"1390",55,125,20466,2003,"M","55_125_20466",0,"2341"
"1391",55,125,20467,2003,"F","55_125_20467",0,"3421"
"1392",55,125,20468,2003,"F","55_125_20468",0,"3124"
"1393",55,125,20469,2003,"F","55_125_20469",0,"4321"
"1394",55,125,20473,2003,"F","55_125_20473",0,"3142"
"1395",55,125,20474,2003,"M","55_125_20474",0,"4321"
"1396",55,125,20477,2003,"F","55_125_20477",0,"3421"
"1397",55,125,20478,2003,"F","55_125_20478",0,"1342"
"1398",55,125,20480,2003,"F","55_125_20480",0,"4321"
"1399",55,125,20481,2003,"F","55_125_20481",0,"1234"
"1400",55,125,20482,2003,"M","55_125_20482",0,"1432"
"1401",55,125,20483,2003,"F","55_125_20483",0,"4213"
"1402",55,125,20485,2003,"F","55_125_20485",0,"1432"
"1403",55,125,20487,2004,"M","55_125_20487",0,"3142"
"1404",55,125,20488,2004,"F","55_125_20488",0,"4213"
"1405",55,125,20489,2004,"F","55_125_20489",0,"4123"
"1406",55,125,20490,2004,"F","55_125_20490",0,"2413"
"1407",55,125,20491,2004,"F","55_125_20491",0,"4123"
"1408",55,125,20492,2004,"F","55_125_20492",0,"4231"
"1409",55,125,20493,2004,"F","55_125_20493",0,"2143"
"1410",55,125,20495,2004,"F","55_125_20495",0,"3241"
"1411",55,125,20497,2004,"F","55_125_20497",0,"3241"
"1412",55,125,20498,2004,"M","55_125_20498",0,"2431"
"1413",55,125,20499,2004,"M","55_125_20499",0,"1243"
"1414",55,125,20501,2004,"M","55_125_20501",0,"2341"
"1415",55,125,20502,2004,"F","55_125_20502",0,"3124"
"1416",55,125,20503,2004,"F","55_125_20503",0,"1342"
"1417",55,125,20504,2004,"F","55_125_20504",0,"4231"
"1418",55,125,20505,2004,"F","55_125_20505",0,"2431"
"1419",55,125,29001,2000,"F","55_125_29001",0,"4321"
"1420",55,125,29005,2002,"M","55_125_29005",0,"1243"
"1421",55,125,29006,2004,"F","55_125_29006",0,"2431"
"1422",55,125,29007,2004,"F","55_125_29007",0,"2314"
"1423",55,125,29009,2001,"F","55_125_29009",0,"2143"
"1424",55,125,29012,2000,"F","55_125_29012",0,"2314"
"1425",55,125,29013,2001,"F","55_125_29013",0,"3241"
"1426",55,125,29015,2002,"F","55_125_29015",0,"1342"
"1427",55,125,29018,2001,"F","55_125_29018",0,"1423"
"1428",55,125,29019,2002,"F","55_125_29019",0,"3412"
"1429",55,125,29020,2004,"F","55_125_29020",0,"4123"
"1430",55,127,20002,2002,"M","55_127_20002",0,"4321"
"1431",55,127,20065,2001,"M","55_127_20065",0,"3142"
"1432",55,127,20070,2001,"M","55_127_20070",0,"2134"
"1433",55,127,20104,2000,"F","55_127_20104",0,"1243"
"1434",55,127,20141,2001,"M","55_127_20141",0,"3142"
"1435",55,127,20144,2002,"F","55_127_20144",0,"4132"
"1436",55,127,20179,2000,"M","55_127_20179",0,"4312"
"1437",55,127,20187,2000,"F","55_127_20187",0,"4132"
"1438",55,127,20205,2004,"M","55_127_20205",0,"3421"
"1439",55,127,20212,2004,"F","55_127_20212",0,"3241"
"1440",55,127,20213,2004,"M","55_127_20213",0,"2143"
"1441",55,127,20215,2000,"F","55_127_20215",0,"4321"
"1442",55,127,20216,2004,"F","55_127_20216",0,"3142"
"1443",55,127,20223,2000,"M","55_127_20223",0,"1342"
"1444",55,127,20224,2000,"M","55_127_20224",0,"3214"
"1445",55,127,20227,2000,"M","55_127_20227",0,"1234"
"1446",55,127,20230,2001,"M","55_127_20230",0,"4321"
"1447",55,127,20251,2001,"F","55_127_20251",0,"2431"
"1448",55,127,20264,2002,"M","55_127_20264",0,"3124"
"1449",55,127,20266,2003,"F","55_127_20266",0,"2134"
"1450",55,127,20289,2004,"M","55_127_20289",0,"1234"
"1451",55,127,20292,2004,"F","55_127_20292",0,"1342"
"1452",55,129,20002,2001,"F","55_129_20002",0,"1243"
"1453",55,129,20004,2004,"F","55_129_20004",0,"3214"
"1454",55,129,20005,2004,"F","55_129_20005",0,"1432"
"1455",55,129,20006,2002,"M","55_129_20006",0,"4213"
"1456",55,129,20015,2003,"F","55_129_20015",0,"2134"
"1457",55,129,20016,2003,"F","55_129_20016",0,"1432"
"1458",55,129,20022,2003,"M","55_129_20022",0,"2431"
"1459",55,129,20028,2000,"F","55_129_20028",0,"3124"
"1460",55,129,20029,2001,"M","55_129_20029",0,"1234"
"1461",55,129,20030,2003,"F","55_129_20030",0,"4123"
"1462",55,129,20031,2003,"F","55_129_20031",0,"3412"
"1463",55,129,20041,2003,"M","55_129_20041",0,"2431"
"1464",55,129,20045,2002,"F","55_129_20045",0,"3412"
"1465",55,129,20049,2001,"F","55_129_20049",0,"1234"
"1466",55,129,20050,2004,"F","55_129_20050",0,"4123"
"1467",55,129,20058,2000,"F","55_129_20058",0,"2134"
"1468",55,129,20060,2001,"F","55_129_20060",0,"1324"
"1469",55,129,20063,2000,"M","55_129_20063",0,"2134"
"1470",55,129,20068,2000,"M","55_129_20068",0,"3214"
"1471",55,129,20070,2003,"M","55_129_20070",0,"3241"
"1472",55,129,20073,2001,"F","55_129_20073",0,"1342"
"1473",55,129,20074,2004,"F","55_129_20074",0,"4123"
"1474",55,129,20078,2000,"F","55_129_20078",0,"4132"
"1475",55,129,20091,2002,"F","55_129_20091",0,"2134"
"1476",55,129,20096,2001,"F","55_129_20096",0,"3412"
"1477",55,129,20099,2003,"M","55_129_20099",0,"1432"
"1478",55,129,20103,2000,"F","55_129_20103",0,"2314"
"1479",55,129,20116,2004,"F","55_129_20116",0,"4213"
"1480",55,129,20126,2002,"F","55_129_20126",0,"4231"
"1481",55,129,20128,2004,"F","55_129_20128",0,"4213"
"1482",55,129,20130,2003,"F","55_129_20130",0,"2134"
"1483",55,129,20131,2004,"M","55_129_20131",0,"1234"
"1484",55,129,20133,2000,"F","55_129_20133",0,"3142"
"1485",55,129,20136,2003,"M","55_129_20136",0,"3412"
"1486",55,129,20139,2004,"F","55_129_20139",0,"1324"
"1487",55,129,20144,2000,"F","55_129_20144",0,"3142"
"1488",55,129,20145,2002,"F","55_129_20145",0,"3241"
"1489",55,129,20153,2004,"F","55_129_20153",0,"4132"
"1490",55,129,20157,2004,"F","55_129_20157",0,"1234"
"1491",55,129,20182,2002,"M","55_129_20182",0,"2341"
"1492",55,129,20183,2004,"F","55_129_20183",0,"3241"
"1493",55,129,20191,2004,"M","55_129_20191",0,"2134"
"1494",55,129,20195,2003,"F","55_129_20195",0,"1234"
"1495",55,129,20196,2001,"M","55_129_20196",0,"3124"
"1496",55,129,20205,2000,"F","55_129_20205",0,"2413"
"1497",55,129,20207,2003,"F","55_129_20207",0,"2431"
"1498",55,129,20220,2003,"F","55_129_20220",0,"2413"
"1499",55,129,20221,2004,"F","55_129_20221",0,"1432"
"1500",55,129,20224,2001,"M","55_129_20224",0,"1234"
"1501",55,129,20226,2000,"F","55_129_20226",0,"4213"
"1502",55,129,20227,2001,"F","55_129_20227",0,"3241"
"1503",55,129,20228,2001,"F","55_129_20228",0,"2143"
"1504",55,129,20233,2004,"M","55_129_20233",0,"4132"
"1505",55,129,20238,2000,"F","55_129_20238",0,"2143"
"1506",55,129,20255,2002,"F","55_129_20255",0,"3241"
"1507",55,129,20264,2001,"M","55_129_20264",0,"3421"
"1508",55,129,20268,2002,"F","55_129_20268",0,"3412"
"1509",55,129,20273,2004,"M","55_129_20273",0,"4213"
"1510",55,129,20281,2004,"F","55_129_20281",0,"4321"
"1511",55,129,20283,2003,"F","55_129_20283",0,"2431"
"1512",55,129,20284,2003,"M","55_129_20284",0,"1243"
"1513",55,129,20285,2001,"M","55_129_20285",0,"1342"
"1514",55,129,20287,2004,"F","55_129_20287",0,"1234"
"1515",55,129,20294,2000,"M","55_129_20294",0,"4123"
"1516",55,129,20297,2004,"F","55_129_20297",0,"4132"
"1517",55,129,20298,2002,"F","55_129_20298",0,"4312"
"1518",55,129,20304,2003,"F","55_129_20304",0,"3412"
"1519",55,129,20305,2002,"M","55_129_20305",0,"3412"
"1520",55,129,20306,2002,"F","55_129_20306",0,"4213"
"1521",55,129,20310,2001,"F","55_129_20310",0,"1234"
"1522",55,129,20314,2000,"F","55_129_20314",0,"3421"
"1523",55,129,20318,2004,"M","55_129_20318",0,"2134"
"1524",55,129,20325,2002,"F","55_129_20325",0,"1432"
"1525",55,129,20326,2002,"M","55_129_20326",0,"3421"
"1526",55,129,20329,2001,"F","55_129_20329",0,"1324"
"1527",55,129,20330,2004,"F","55_129_20330",0,"3412"
"1528",55,129,20334,2003,"M","55_129_20334",0,"2431"
"1529",55,129,20339,2003,"M","55_129_20339",0,"2431"
"1530",55,129,20341,2002,"F","55_129_20341",0,"4213"
"1531",55,129,20344,2003,"M","55_129_20344",0,"4231"
"1532",55,129,20346,2002,"F","55_129_20346",0,"2341"
"1533",55,129,20348,2002,"F","55_129_20348",0,"2143"
"1534",55,129,20349,2000,"M","55_129_20349",0,"4213"
"1535",55,129,20351,2003,"F","55_129_20351",0,"1423"
"1536",55,129,20354,2000,"F","55_129_20354",0,"3412"
"1537",55,129,20356,2000,"M","55_129_20356",0,"1234"
"1538",55,129,20357,2000,"F","55_129_20357",0,"3412"
"1539",55,129,20358,2000,"F","55_129_20358",0,"3412"
"1540",55,129,20360,2000,"F","55_129_20360",0,"3142"
"1541",55,129,20361,2000,"M","55_129_20361",0,"4213"
"1542",55,129,20362,2000,"M","55_129_20362",0,"1342"
"1543",55,129,20363,2000,"F","55_129_20363",0,"2431"
"1544",55,129,20365,2000,"M","55_129_20365",0,"3214"
"1545",55,129,20367,2000,"M","55_129_20367",0,"1324"
"1546",55,129,20370,2001,"F","55_129_20370",0,"4321"
"1547",55,129,20372,2001,"F","55_129_20372",0,"4132"
"1548",55,129,20373,2001,"F","55_129_20373",0,"1243"
"1549",55,129,20375,2001,"M","55_129_20375",0,"4321"
"1550",55,129,20377,2001,"F","55_129_20377",0,"1342"
"1551",55,129,20378,2001,"F","55_129_20378",0,"1324"
"1552",55,129,20379,2001,"F","55_129_20379",0,"2341"
"1553",55,129,20380,2001,"F","55_129_20380",0,"1324"
"1554",55,129,20381,2001,"M","55_129_20381",0,"3124"
"1555",55,129,20383,2001,"F","55_129_20383",0,"2413"
"1556",55,129,20384,2001,"M","55_129_20384",0,"2413"
"1557",55,129,20398,2002,"M","55_129_20398",0,"3142"
"1558",55,129,20399,2002,"F","55_129_20399",0,"4312"
"1559",55,129,20401,2002,"F","55_129_20401",0,"4321"
"1560",55,129,20402,2002,"F","55_129_20402",0,"2314"
"1561",55,129,20403,2002,"F","55_129_20403",0,"3124"
"1562",55,129,20404,2002,"M","55_129_20404",0,"1342"
"1563",55,129,20405,2002,"F","55_129_20405",0,"3214"
"1564",55,129,20406,2002,"F","55_129_20406",0,"3214"
"1565",55,129,20407,2002,"M","55_129_20407",0,"4123"
"1566",55,129,20408,2002,"F","55_129_20408",0,"3214"
"1567",55,129,20409,2002,"F","55_129_20409",0,"2413"
"1568",55,129,20410,2002,"F","55_129_20410",0,"1243"
"1569",55,129,20411,2002,"F","55_129_20411",0,"3421"
"1570",55,129,20412,2002,"F","55_129_20412",0,"2413"
"1571",55,129,20413,2003,"M","55_129_20413",0,"4312"
"1572",55,129,20414,2003,"M","55_129_20414",0,"1423"
"1573",55,129,20415,2003,"F","55_129_20415",0,"4231"
"1574",55,129,20416,2003,"F","55_129_20416",0,"2413"
"1575",55,129,20417,2003,"M","55_129_20417",0,"1342"
"1576",55,129,20418,2003,"M","55_129_20418",0,"1324"
"1577",55,129,20419,2003,"F","55_129_20419",0,"3142"
"1578",55,129,20420,2003,"F","55_129_20420",0,"4231"
"1579",55,129,20421,2003,"F","55_129_20421",0,"4321"
"1580",55,129,20422,2003,"M","55_129_20422",0,"1324"
"1581",55,129,20424,2003,"F","55_129_20424",0,"4213"
"1582",55,129,20425,2003,"F","55_129_20425",0,"4213"
"1583",55,129,20426,2003,"F","55_129_20426",0,"1324"
"1584",55,129,20427,2003,"F","55_129_20427",0,"3412"
"1585",55,129,20428,2003,"F","55_129_20428",0,"1243"
"1586",55,129,20430,2003,"F","55_129_20430",0,"4132"
"1587",55,129,20431,2003,"F","55_129_20431",0,"4312"
"1588",55,129,20436,2003,"M","55_129_20436",0,"3241"
"1589",55,129,20437,2003,"F","55_129_20437",0,"4312"
"1590",55,129,20438,2003,"F","55_129_20438",0,"1243"
"1591",55,129,20439,2003,"F","55_129_20439",0,"2341"
"1592",55,129,20442,2004,"F","55_129_20442",0,"4132"
"1593",55,129,20444,2004,"F","55_129_20444",0,"1423"
"1594",55,129,20446,2004,"M","55_129_20446",0,"1243"
"1595",55,129,20447,2004,"M","55_129_20447",0,"4321"
"1596",55,129,20450,2004,"M","55_129_20450",0,"1342"
"1597",55,129,20451,2004,"F","55_129_20451",0,"4312"
"1598",55,129,20452,2004,"F","55_129_20452",0,"2431"
"1599",55,129,20453,2004,"M","55_129_20453",0,"4312"
"1600",55,129,20465,2003,"F","55_129_20465",0,"3214"
"1601",55,13,10486,2006,"F","55_13_10486",0,"2413"
"1602",55,13,20003,2002,"F","55_13_20003",0,"2431"
"1603",55,13,20009,2001,"M","55_13_20009",0,"1234"
"1604",55,13,20016,2002,"M","55_13_20016",0,"2134"
"1605",55,13,20019,2004,"F","55_13_20019",0,"3142"
"1606",55,13,20022,2003,"F","55_13_20022",0,"1432"
"1607",55,13,20024,2000,"F","55_13_20024",0,"2341"
"1608",55,13,20030,2003,"F","55_13_20030",0,"2431"
"1609",55,13,20034,2003,"F","55_13_20034",0,"3142"
"1610",55,13,20038,2004,"F","55_13_20038",0,"3124"
"1611",55,13,20039,2002,"M","55_13_20039",0,"3241"
"1612",55,13,20040,2000,"F","55_13_20040",0,"1324"
"1613",55,13,20043,2000,"M","55_13_20043",0,"1432"
"1614",55,13,20045,2003,"M","55_13_20045",0,"1234"
"1615",55,13,20051,2001,"M","55_13_20051",0,"3124"
"1616",55,13,20056,2001,"F","55_13_20056",0,"3412"
"1617",55,13,20062,2000,"F","55_13_20062",0,"1432"
"1618",55,13,20075,2001,"F","55_13_20075",0,"2134"
"1619",55,13,20077,2003,"F","55_13_20077",0,"3412"
"1620",55,13,20078,2000,"F","55_13_20078",0,"1324"
"1621",55,13,20081,2003,"M","55_13_20081",0,"4123"
"1622",55,13,20083,2001,"F","55_13_20083",0,"4123"
"1623",55,13,20084,2004,"F","55_13_20084",0,"4231"
"1624",55,13,20090,2001,"F","55_13_20090",0,"1234"
"1625",55,13,20093,2002,"M","55_13_20093",0,"4231"
"1626",55,13,20094,2003,"M","55_13_20094",0,"1243"
"1627",55,13,20112,2002,"F","55_13_20112",0,"4321"
"1628",55,13,20117,2003,"F","55_13_20117",0,"3214"
"1629",55,13,20120,2003,"F","55_13_20120",0,"1432"
"1630",55,13,20124,2004,"M","55_13_20124",0,"3124"
"1631",55,13,20131,2003,"F","55_13_20131",0,"2341"
"1632",55,13,20140,2001,"M","55_13_20140",0,"2413"
"1633",55,13,20141,2002,"F","55_13_20141",0,"1342"
"1634",55,13,20145,2002,"F","55_13_20145",0,"3124"
"1635",55,13,20152,2001,"F","55_13_20152",0,"3214"
"1636",55,13,20153,2002,"F","55_13_20153",0,"4123"
"1637",55,13,20163,2003,"F","55_13_20163",0,"1324"
"1638",55,13,20167,2003,"M","55_13_20167",0,"4312"
"1639",55,13,20168,2001,"F","55_13_20168",0,"1234"
"1640",55,13,20171,2004,"F","55_13_20171",0,"3142"
"1641",55,13,20173,2001,"F","55_13_20173",0,"3421"
"1642",55,13,20181,2004,"M","55_13_20181",0,"3124"
"1643",55,13,20194,2001,"M","55_13_20194",0,"3241"
"1644",55,13,20199,2002,"F","55_13_20199",0,"4231"
"1645",55,13,20201,2000,"F","55_13_20201",0,"2413"
"1646",55,13,20209,2002,"F","55_13_20209",0,"4321"
"1647",55,13,20219,2004,"F","55_13_20219",0,"2413"
"1648",55,13,20224,2001,"F","55_13_20224",0,"3214"
"1649",55,13,20228,2004,"F","55_13_20228",0,"1234"
"1650",55,13,20229,2003,"M","55_13_20229",0,"2314"
"1651",55,13,20236,2003,"F","55_13_20236",0,"3412"
"1652",55,13,20239,2000,"M","55_13_20239",0,"4123"
"1653",55,13,20243,2002,"F","55_13_20243",0,"2341"
"1654",55,13,20246,2003,"F","55_13_20246",0,"1234"
"1655",55,13,20247,2004,"F","55_13_20247",0,"2143"
"1656",55,13,20261,2003,"M","55_13_20261",0,"1234"
"1657",55,13,20263,2002,"F","55_13_20263",0,"3124"
"1658",55,13,20269,2003,"M","55_13_20269",0,"4213"
"1659",55,13,20271,2003,"F","55_13_20271",0,"1432"
"1660",55,13,20272,2000,"F","55_13_20272",0,"2341"
"1661",55,13,20273,2003,"F","55_13_20273",0,"1243"
"1662",55,13,20282,2003,"F","55_13_20282",0,"2413"
"1663",55,13,20283,2001,"M","55_13_20283",0,"2413"
"1664",55,13,20286,2001,"F","55_13_20286",0,"3421"
"1665",55,13,20296,2002,"F","55_13_20296",0,"3241"
"1666",55,13,20299,2003,"M","55_13_20299",0,"1342"
"1667",55,13,20301,2004,"F","55_13_20301",0,"4132"
"1668",55,13,20327,2004,"F","55_13_20327",0,"4123"
"1669",55,13,20334,2001,"F","55_13_20334",0,"1234"
"1670",55,13,20335,2004,"F","55_13_20335",0,"3124"
"1671",55,13,20337,2000,"M","55_13_20337",0,"2341"
"1672",55,13,20344,2002,"M","55_13_20344",0,"4321"
"1673",55,13,20349,2004,"F","55_13_20349",0,"2314"
"1674",55,13,20350,2000,"M","55_13_20350",0,"4123"
"1675",55,13,20364,2004,"M","55_13_20364",0,"2341"
"1676",55,13,20368,2003,"F","55_13_20368",0,"3421"
"1677",55,13,20369,2000,"M","55_13_20369",0,"2143"
"1678",55,13,20371,2001,"M","55_13_20371",0,"4123"
"1679",55,13,20372,2000,"F","55_13_20372",0,"4123"
"1680",55,13,20376,2000,"F","55_13_20376",0,"4213"
"1681",55,13,20379,2000,"F","55_13_20379",0,"1342"
"1682",55,13,20380,2000,"M","55_13_20380",0,"2314"
"1683",55,13,20382,2000,"F","55_13_20382",0,"1423"
"1684",55,13,20383,2000,"F","55_13_20383",0,"3142"
"1685",55,13,20384,2000,"M","55_13_20384",0,"3421"
"1686",55,13,20387,2000,"F","55_13_20387",0,"4231"
"1687",55,13,20390,2001,"F","55_13_20390",0,"3142"
"1688",55,13,20392,2001,"F","55_13_20392",0,"2413"
"1689",55,13,20393,2001,"F","55_13_20393",0,"1423"
"1690",55,13,20394,2001,"F","55_13_20394",0,"2413"
"1691",55,13,20395,2001,"M","55_13_20395",0,"4132"
"1692",55,13,20396,2001,"M","55_13_20396",0,"2431"
"1693",55,13,20397,2001,"M","55_13_20397",0,"4213"
"1694",55,13,20398,2001,"F","55_13_20398",0,"3412"
"1695",55,13,20399,2001,"F","55_13_20399",0,"3421"
"1696",55,13,20400,2001,"M","55_13_20400",0,"4231"
"1697",55,13,20401,2001,"M","55_13_20401",0,"2143"
"1698",55,13,20402,2001,"M","55_13_20402",0,"4132"
"1699",55,13,20419,2002,"M","55_13_20419",0,"1432"
"1700",55,13,20420,2002,"F","55_13_20420",0,"4312"
"1701",55,13,20422,2002,"F","55_13_20422",0,"2413"
"1702",55,13,20423,2002,"M","55_13_20423",0,"1432"
"1703",55,13,20424,2002,"M","55_13_20424",0,"4123"
"1704",55,13,20425,2002,"F","55_13_20425",0,"2431"
"1705",55,13,20426,2002,"F","55_13_20426",0,"3412"
"1706",55,13,20427,2002,"F","55_13_20427",0,"1324"
"1707",55,13,20429,2002,"M","55_13_20429",0,"4123"
"1708",55,13,20430,2002,"M","55_13_20430",0,"1324"
"1709",55,13,20434,2002,"F","55_13_20434",0,"1423"
"1710",55,13,20436,2003,"F","55_13_20436",0,"1342"
"1711",55,13,20437,2003,"F","55_13_20437",0,"2431"
"1712",55,13,20440,2003,"M","55_13_20440",0,"2134"
"1713",55,13,20441,2003,"M","55_13_20441",0,"1423"
"1714",55,13,20442,2003,"F","55_13_20442",0,"2431"
"1715",55,13,20443,2003,"F","55_13_20443",0,"2413"
"1716",55,13,20444,2003,"F","55_13_20444",0,"4123"
"1717",55,13,20445,2003,"M","55_13_20445",0,"1234"
"1718",55,13,20447,2003,"F","55_13_20447",0,"1432"
"1719",55,13,20448,2003,"M","55_13_20448",0,"3214"
"1720",55,13,20449,2003,"M","55_13_20449",0,"1342"
"1721",55,13,20451,2003,"F","55_13_20451",0,"4321"
"1722",55,13,20453,2003,"F","55_13_20453",0,"1432"
"1723",55,13,20455,2003,"F","55_13_20455",0,"4123"
"1724",55,13,20456,2003,"M","55_13_20456",0,"2341"
"1725",55,13,20457,2004,"F","55_13_20457",0,"3241"
"1726",55,13,20458,2004,"F","55_13_20458",0,"4213"
"1727",55,13,20459,2004,"M","55_13_20459",0,"1342"
"1728",55,13,20462,2004,"M","55_13_20462",0,"3412"
"1729",55,13,20463,2004,"F","55_13_20463",0,"2431"
"1730",55,13,20464,2004,"F","55_13_20464",0,"2314"
"1731",55,13,20466,2004,"M","55_13_20466",0,"1234"
"1732",55,13,20468,2004,"F","55_13_20468",0,"2314"
"1733",55,13,20469,2004,"M","55_13_20469",0,"1243"
"1734",55,13,20471,2004,"F","55_13_20471",0,"3124"
"1735",55,131,20002,2001,"F","55_131_20002",0,"4123"
"1736",55,131,20020,2002,"F","55_131_20020",0,"4321"
"1737",55,131,20026,2002,"F","55_131_20026",0,"4132"
"1738",55,131,20028,2001,"F","55_131_20028",0,"3412"
"1739",55,131,20057,2000,"M","55_131_20057",0,"2314"
"1740",55,131,20062,2004,"F","55_131_20062",0,"2134"
