"","ECO_PROVINCE","EPSILON","p0","p1","p2","LANDIS_MEAN","FIA_MEAN","MEAN_BIAS","SD_BIAS","N","NULLHYP"
"1","212J",0.5,2.38579188463355e-08,0.000744686135280793,8.08026626942499e-38,47.6112852664577,37.1598746081505,-10.4514106583072,32.6022820546905,319,"REJECTED"
"2","212K",0.5,1.58177749398706e-05,1.81050068921279e-16,1.71079591445095e-54,43.8825347758887,37.386398763524,-6.49613601236476,37.9854489889443,647,"REJECTED"
"3","212Q",0.5,5.6082907002193e-09,1.5266649730463e-12,1.16626641844191e-64,37.3234859675037,30.5952732644018,-6.72821270310192,29.6503288130827,677,"REJECTED"
"4","212T",0.5,8.81934418972134e-18,7.106844547011e-13,6.40626268160395e-106,42.9753451676529,33.974358974359,-9.00098619329389,32.759179915261,1014,"REJECTED"
"5","212X",0.5,4.79583370727466e-48,1.56884416975541e-33,3.19377011784883e-300,44.127615780446,35.3650085763293,-8.76260720411664,31.8932551944692,2915,"REJECTED"
"6","212Y",0.5,0.015812875678499,1.5134567470335e-08,2.65260618454368e-22,47.2075471698113,41.7018867924528,-5.50566037735849,36.8997537105517,265,"REJECTED"
"7","212Z",0.5,0.0125275719464705,0.000342822438993342,9.61752589992369e-15,31.9791666666667,27.3680555555556,-4.61111111111111,21.8805118486017,144,"REJECTED"
"8","222K",0.5,0.000128081276497586,1.01895307450888e-15,1.15021628636162e-47,20.8494809688581,17.9757785467128,-2.87370242214533,17.9158334684146,578,"REJECTED"
"9","222L",0.5,1.18496201179534e-39,9.93216360806896e-05,1.3699986011584e-156,27.55078447564,19.9702725020644,-7.58051197357556,19.3010276796271,1211,"REJECTED"
"10","222M",0.5,0.0092208503376282,0.0968926309774323,3.50505302294467e-09,25.96875,19.609375,-6.359375,18.9371283818114,64,"NOT REJECTED"
"11","222R",0.5,1.39475286954128e-12,1.19452711265526e-06,1.84524941286458e-64,39.0069324090121,30.0745233968804,-8.93240901213172,29.6154275425303,577,"REJECTED"
