"","ECO_PROVINCE","EPSILON","p0","p1","p2","LANDIS_MEAN","FIA_MEAN","MEAN_BIAS","SD_BIAS","N","NULLHYP"
"1","212J",0.5,2.25961465342087e-05,2.68316918242111e-06,1.92129716586942e-32,45.1253918495298,37.1598746081505,-7.96551724137931,33.0737987792564,319,"REJECTED"
"2","212K",0.5,0.0128717766238512,3.81376359342802e-23,3.41233292889884e-45,41.1437403400309,37.386398763524,-3.75734157650696,38.317374799139,647,"REJECTED"
"3","212Q",0.5,5.70390415861166e-09,1.49679958772116e-12,1.20945455404738e-64,37.2954209748892,30.5952732644018,-6.70014771048744,29.5413192223751,677,"REJECTED"
"4","212T",0.5,3.32364370936363e-17,2.27373267154974e-13,7.83064307160346e-105,42.8313609467456,33.974358974359,-8.85700197238659,32.8444277111694,1014,"REJECTED"
"5","212X",0.5,1.96373340712177e-48,3.31381272647714e-33,5.93680782366713e-301,44.1777015437393,35.3650085763293,-8.81269296740995,31.937050570814,2915,"REJECTED"
"6","212Y",0.5,0.887133099026386,3.07179181408388e-15,2.00433343602032e-14,41.3698113207547,41.7018867924528,0.332075471698113,38.0502447608149,265,"REJECTED"
"7","212Z",0.5,0.176343783661379,3.8812668972038e-06,6.66351954326752e-12,29.7916666666667,27.3680555555556,-2.42361111111111,21.403411224464,144,"REJECTED"
"8","222K",0.5,0.000174575048584687,5.68156992692397e-16,2.74174007502779e-47,20.7854671280277,17.9757785467128,-2.80968858131488,17.8801646315464,578,"REJECTED"
"9","222L",0.5,8.51823355685935e-40,0.000110697116265405,8.4819964765003e-157,27.5458298926507,19.9702725020644,-7.57555739058629,19.2493820121638,1211,"REJECTED"
"10","222M",0.5,0.483878213846944,0.000807362082056842,7.18421521487211e-06,21.109375,19.609375,-1.5,17.0396363326571,64,"REJECTED"
"11","222R",0.5,8.60875234145116e-08,5.07103663217873e-11,2.80872099217409e-55,36.6967071057192,30.0745233968804,-6.62218370883882,29.3293568578542,577,"REJECTED"
