MAPVALUE,PLT_KEY,ECO_PROVINCE
3542,55_7_20544_2002_1,212J
3543,55_7_20554_2004_1,212Y
3544,55_7_20555_2003_1,212Y
3545,55_7_20567_2000_3,212Y
3546,55_7_20569_2002_2,212Y
3547,55_7_20570_2004_4,212K
3548,55_7_20571_2000_4,212K
3549,55_7_20572_2002_3,212K
3550,55_7_20573_2003_1,212K
3551,55_7_20574_2004_2,212X
3552,55_7_20575_2002_4,212X
3553,55_7_20583_2003_4,212Y
3554,55_7_20596_2004_3,212Y
3555,55_7_20597_2003_4,212Y
3556,55_7_20598_2001_4,212K
3557,55_7_20601_2001_3,212Y
3558,55_7_20604_2000_3,212Y
3559,55_7_20606_2000_4,212Y
3560,55_7_20608_2000_4,212Y
3561,55_7_20609_2000_3,212J
3562,55_7_20610_2000_2,212X
3563,55_7_20611_2000_2,212J
3564,55_7_20618_2000_2,212Y
3565,55_7_20619_2000_3,212K
3566,55_7_20620_2000_3,212J
3567,55_7_20621_2000_1,212X
3568,55_7_20622_2000_2,212X
3569,55_7_20632_2000_1,212K
3570,55_7_20634_2000_4,212X
3571,55_7_20635_2000_3,212K
3572,55_7_20636_2001_3,212Y
3573,55_7_20637_2001_4,212Y
3574,55_7_20638_2001_4,212Y
3575,55_7_20639_2001_1,212K
3576,55_7_20640_2001_3,212Y
3577,55_7_20641_2001_2,212K
3578,55_7_20643_2001_1,212K
3579,55_7_20644_2001_2,212K
3580,55_7_20645_2001_3,212J
3581,55_7_20646_2001_4,212J
3582,55_7_20648_2001_3,212X
3583,55_7_20649_2001_1,212X
3584,55_7_20650_2001_3,212X
3585,55_7_20652_2001_4,212X
3586,55_7_20654_2001_2,212Y
3587,55_7_20655_2001_3,212J
3588,55_7_20656_2001_2,212Y
3589,55_7_20657_2001_4,212X
3590,55_7_20681_2002_1,212Y
3591,55_7_20682_2002_3,212K
3592,55_7_20683_2002_2,212Y
3593,55_7_20684_2002_4,212Y
3594,55_7_20685_2002_2,212Y
3595,55_7_20686_2002_4,212K
3596,55_7_20689_2002_2,212J
3597,55_7_20692_2002_4,212K
3598,55_7_20693_2002_4,212K
3599,55_7_20695_2002_1,212X
3600,55_7_20696_2002_3,212X
3601,55_7_20698_2002_4,212Y
3602,55_7_20699_2002_4,212Y
3603,55_7_20702_2002_1,212J
3604,55_7_20703_2003_2,212Y
3605,55_7_20704_2003_1,212Y
3606,55_7_20705_2003_4,212Y
3607,55_7_20706_2003_4,212Y
3608,55_7_20707_2003_4,212K
3609,55_7_20708_2003_2,212Y
3610,55_7_20709_2003_4,212K
3611,55_7_20711_2003_3,212K
3612,55_7_20712_2003_2,212K
3613,55_7_20714_2003_3,212J
3614,55_7_20715_2003_1,212J
3615,55_7_20716_2003_1,212Y
3616,55_7_20717_2003_2,212X
3617,55_7_20718_2003_1,212Y
3618,55_7_20721_2003_4,212K
3619,55_7_20741_2001_1,212X
3620,55_7_20742_2004_1,212Y
3621,55_7_20743_2004_3,212Y
3622,55_7_20745_2004_1,212Y
3623,55_7_20746_2004_2,212K
3624,55_7_20747_2004_1,212K
3625,55_7_20750_2004_4,212K
3626,55_7_20753_2004_1,212K
3627,55_7_20755_2004_4,212Y
3628,55_7_20757_2004_1,212Y
3629,55_7_20758_2004_4,212K
3630,55_7_20759_2004_3,212K
3631,55_7_20760_2004_1,212J
3632,55_7_20764_2004_1,212K
3633,55_7_20765_2004_3,212X
3634,55_7_20766_2004_3,212K
3635,55_7_20788_2004_2,212K
3636,55_7_29005_2000_3,212K
3637,55_7_29021_2002_2,212Y
3638,55_7_29027_2001_1,212Y
3639,55_7_29031_2002_4,212Y
3640,55_7_29032_2004_1,212Y
3641,55_7_29036_2002_1,212K
3642,55_7_29038_2004_2,212K
3643,55_7_29042_2004_2,212K
3644,55_7_29043_2004_3,212X
3645,55_7_29044_2001_4,212K
3646,55_7_29045_2004_4,212X
3647,55_7_29052_2000_4,212K
3648,55_7_29053_2003_1,212K
3649,55_71_20017_2000_1,212Z
3650,55_71_20023_2001_4,212Z
3651,55_71_20063_2004_4,212Z
3652,55_71_20081_2001_1,222K
3653,55_71_20090_2002_2,212Z
3654,55_71_20101_2001_1,212Z
3655,55_71_20110_2004_2,212Z
3656,55_71_20124_2003_3,222K
3657,55_71_20160_2001_4,212Z
3658,55_71_20162_2001_1,212Z
3659,55_71_20174_2001_4,212Z
3660,55_71_20329_2000_2,212Z
3661,55_71_20339_2000_4,222K
3662,55_71_20340_2000_4,212Z
3663,55_71_20349_2001_2,212Z
3664,55_71_20350_2001_4,212Z
3665,55_71_20353_2001_1,222K
3666,55_71_20362_2001_1,212Z
3667,55_71_20369_2002_1,212Z
3668,55_71_20378_2003_1,212Z
3669,55_71_20383_2003_4,222K
3670,55_71_20384_2003_2,212Z
3671,55_71_20385_2003_3,212Z
3672,55_71_20402_2004_2,212Z
3673,55_71_20403_2004_1,212Z
3674,55_73_20011_2004_1,212Q
3675,55_73_20013_2000_4,212T
3676,55_73_20017_2003_3,212Q
3677,55_73_20034_2003_4,212Q
3678,55_73_20053_2001_2,212Q
3679,55_73_20072_2003_4,212Q
3680,55_73_20074_2004_1,212Q
3681,55_73_20083_2004_2,212Q
3682,55_73_20094_2001_2,212T
3683,55_73_20102_2003_4,212Q
3684,55_73_20105_2000_3,212Q
3685,55_73_20110_2000_3,212Q
3686,55_73_20116_2002_3,212Q
3687,55_73_20120_2001_3,212Q
3688,55_73_20125_2000_4,212Q
3689,55_73_20126_2000_1,212Q
3690,55_73_20129_2003_3,212Q
3691,55_73_20135_2004_3,212Q
3692,55_73_20161_2001_4,212T
3693,55_73_20162_2000_3,212Q
3694,55_73_20166_2002_3,212T
3695,55_73_20171_2002_3,212Q
3696,55_73_20174_2000_3,212Q
3697,55_73_20175_2002_4,212Q
3698,55_73_20183_2004_4,212Q
3699,55_73_20191_2002_1,212T
3700,55_73_20196_2001_4,212T
3701,55_73_20203_2001_4,212Q
3702,55_73_20233_2000_1,212Q
3703,55_73_20248_2000_4,212T
3704,55_73_20254_2002_2,212Q
3705,55_73_20275_2004_4,212Q
3706,55_73_20290_2000_3,212Q
3707,55_73_20296_2000_3,212Q
3708,55_73_20306_2002_3,212Q
3709,55_73_20307_2004_4,212Q
3710,55_73_20332_2001_4,212Q
3711,55_73_20335_2004_1,212Q
3712,55_73_20343_2004_1,212Q
3713,55_73_20356_2000_2,212Q
3714,55_73_20358_2002_4,212Q
3715,55_73_20362_2000_3,212Q
3716,55_73_20375_2000_1,212T
3717,55_73_20388_2003_3,212Q
3718,55_73_20389_2000_1,212Q
3719,55_73_20400_2002_4,212Q
3720,55_73_20406_2001_1,212T
3721,55_73_20408_2002_3,212Q
3722,55_73_20409_2000_2,212Q
3723,55_73_20413_2004_3,212Q
3724,55_73_20416_2002_3,212Q
3725,55_73_20441_2002_3,212Q
3726,55_73_20452_2002_1,212Q
3727,55_73_20486_2000_1,212Q
3728,55_73_20492_2001_1,212Q
3729,55_73_20497_2002_2,212T
3730,55_73_20502_2003_2,212Q
3731,55_73_20503_2001_4,212Q
3732,55_73_20508_2001_1,212Q
3733,55_73_20518_2004_4,212T
3734,55_73_20526_2004_2,212Q
3735,55_73_20527_2000_1,212T
3736,55_73_20530_2000_2,212Q
3737,55_73_20538_2003_1,212Q
3738,55_73_20543_2003_1,212Q
3739,55_73_20549_2004_4,212Q
3740,55_73_20556_2001_4,212Q
3741,55_73_20557_2001_2,212Q
3742,55_73_20560_2003_1,212Q
3743,55_73_20568_2003_3,212Q
3744,55_73_20571_2002_4,212Q
3745,55_73_20598_2001_2,212Q
3746,55_73_20605_2001_1,212Q
3747,55_73_20620_2003_3,212Q
3748,55_73_20621_2004_1,212T
3749,55_73_20622_2002_4,212Q
3750,55_73_20630_2004_4,212T
3751,55_73_20631_2002_1,212Q
3752,55_73_20632_2000_4,212Q
3753,55_73_20633_2000_3,212Q
3754,55_73_20638_2004_2,212Q
3755,55_73_20641_2000_4,212Q
3756,55_73_20643_2000_1,212T
3757,55_73_20645_2000_1,212Q
3758,55_73_20646_2000_3,212Q
3759,55_73_20648_2000_4,212Q
3760,55_73_20662_2000_3,212Q
3761,55_73_20665_2000_1,212Q
3762,55_73_20667_2001_4,212Q
3763,55_73_20669_2001_4,212Q
3764,55_73_20671_2001_2,212Q
3765,55_73_20674_2001_2,212T
3766,55_73_20677_2001_2,212T
3767,55_73_20681_2001_1,212Q
3768,55_73_20684_2001_3,212Q
3769,55_73_20686_2001_3,212Q
3770,55_73_20687_2001_2,212Q
3771,55_73_20689_2001_1,212Q
3772,55_73_20691_2001_1,212Q
3773,55_73_20719_2002_4,212Q
3774,55_73_20723_2002_2,212Q
3775,55_73_20727_2002_3,212Q
3776,55_73_20730_2002_1,212T
3777,55_73_20732_2002_4,212Q
3778,55_73_20735_2002_4,212Q
3779,55_73_20737_2002_1,212Q
3780,55_73_20742_2003_4,212T
3781,55_73_20743_2003_4,212Q
3782,55_73_20750_2003_2,212Q
3783,55_73_20754_2003_1,212Q
3784,55_73_20759_2003_1,212Q
3785,55_73_20761_2003_3,212Q
3786,55_73_20766_2003_1,212Q
3787,55_73_20802_2004_4,212Q
3788,55_73_20804_2004_3,212Q
3789,55_73_20805_2004_3,212Q
3790,55_73_20808_2004_4,212T
3791,55_73_20812_2004_4,212Q
3792,55_73_20813_2004_1,212Q
3793,55_73_20814_2004_2,212Q
3794,55_73_20815_2004_3,212T
3795,55_75_10780_2004_2,212T
3796,55_75_20005_2004_2,212T
3797,55_75_20010_2001_2,212T
3798,55_75_20013_2004_1,212T
3799,55_75_20014_2002_1,212T
3800,55_75_20018_2002_1,212T
3801,55_75_20020_2000_4,212T
3802,55_75_20026_2001_2,212T
3803,55_75_20029_2002_3,212T
3804,55_75_20030_2001_1,212T
3805,55_75_20035_2000_1,212T
3806,55_75_20038_2003_1,212T
3807,55_75_20046_2000_3,212X
3808,55_75_20051_2000_1,212T
3809,55_75_20068_2000_1,212T
3810,55_75_20070_2004_4,212T
3811,55_75_20071_2000_1,212T
3812,55_75_20072_2004_4,212T
3813,55_75_20073_2004_2,212X
3814,55_75_20074_2001_1,212T
3815,55_75_20075_2000_1,212X
3816,55_75_20086_2002_1,212X
3817,55_75_20088_2003_2,212X
3818,55_75_20092_2004_1,212X
3819,55_75_20102_2002_1,212T
3820,55_75_20104_2002_4,212X
3821,55_75_20115_2004_3,212T
3822,55_75_20123_2001_4,212T
3823,55_75_20127_2000_3,212X
3824,55_75_20128_2000_1,212T
3825,55_75_20130_2003_3,212T
3826,55_75_20136_2000_2,212T
3827,55_75_20143_2002_4,212T
3828,55_75_20153_2003_4,212T
3829,55_75_20156_2002_3,212X
3830,55_75_20165_2002_3,212T
3831,55_75_20185_2002_4,212T
3832,55_75_20188_2002_4,212T
3833,55_75_20191_2002_2,212T
3834,55_75_20193_2002_1,212T
3835,55_75_20194_2004_4,212X
3836,55_75_20210_2003_1,212T
3837,55_75_20214_2000_2,212T
3838,55_75_20223_2002_1,212T
3839,55_75_20226_2003_4,212T
3840,55_75_20232_2001_3,212T
3841,55_75_20237_2004_1,212T
3842,55_75_20239_2004_3,212T
3843,55_75_20243_2003_3,212T
3844,55_75_20244_2000_2,212T
3845,55_75_20246_2002_4,212T
3846,55_75_20247_2000_2,212T
3847,55_75_20248_2001_1,212T
3848,55_75_20251_2002_4,212T
3849,55_75_20254_2004_1,212T
3850,55_75_20260_2001_3,212T
3851,55_75_20264_2002_4,212T
3852,55_75_20265_2004_1,212T
3853,55_75_20266_2000_3,212T
3854,55_75_20273_2000_1,212T
3855,55_75_20275_2004_4,212T
3856,55_75_20281_2001_3,212T
3857,55_75_20291_2004_3,212T
3858,55_75_20308_2003_2,212T
3859,55_75_20310_2004_3,212T
3860,55_75_20314_2000_2,212T
3861,55_75_20320_2004_1,212X
3862,55_75_20322_2002_4,212T
3863,55_75_20323_2001_3,212T
3864,55_75_20329_2000_3,212T
3865,55_75_20335_2003_2,212T
3866,55_75_20336_2003_2,212T
3867,55_75_20350_2001_2,212T
3868,55_75_20351_2001_1,212T
3869,55_75_20358_2000_2,212T
3870,55_75_20363_2001_4,212X
3871,55_75_20366_2002_3,212T
3872,55_75_20368_2002_2,212T
3873,55_75_20373_2004_1,212T
3874,55_75_20375_2002_4,212T
3875,55_75_20378_2000_2,212T
3876,55_75_20387_2003_4,212T
3877,55_75_20388_2003_1,212T
3878,55_75_20389_2003_4,212T
3879,55_75_20391_2003_3,212T
3880,55_75_20392_2001_3,212T
3881,55_75_20394_2004_4,212T
3882,55_75_20399_2001_1,212T
3883,55_75_20410_2002_4,212T
3884,55_75_20411_2004_3,212T
3885,55_75_20420_2003_4,212T
3886,55_75_20424_2004_2,212T
3887,55_75_20425_2001_2,212X
3888,55_75_20426_2000_2,212X
3889,55_75_20433_2002_4,212T
3890,55_75_20437_2001_3,212T
3891,55_75_20441_2004_3,212T
3892,55_75_20443_2003_1,212T
3893,55_75_20448_2003_1,212T
3894,55_75_20454_2004_4,212T
3895,55_75_20462_2000_1,212T
3896,55_75_20472_2003_1,212T
3897,55_75_20481_2004_2,212T
3898,55_75_20485_2002_2,212X
3899,55_75_20497_2000_1,212T
3900,55_75_20500_2003_1,212T
3901,55_75_20511_2000_1,212T
3902,55_75_20524_2003_3,212T
3903,55_75_20526_2004_1,212T
3904,55_75_20527_2000_4,212T
3905,55_75_20529_2000_1,212T
3906,55_75_20531_2000_1,212T
3907,55_75_20532_2000_1,212T
3908,55_75_20542_2000_1,212T
3909,55_75_20545_2003_4,212X
3910,55_75_20546_2003_2,212T
3911,55_75_20560_2001_3,212T
3912,55_75_20561_2001_1,212T
3913,55_75_20562_2001_4,212T
3914,55_75_20564_2000_1,212T
3915,55_75_20565_2001_1,212T
3916,55_75_20567_2002_2,212T
3917,55_75_20569_2003_1,212T
3918,55_75_20570_2003_2,212T
3919,55_75_20572_2001_2,212T
3920,55_75_20573_2002_1,212T
3921,55_75_20575_2003_4,212T
3922,55_75_20576_2003_1,212X
3923,55_75_20577_2001_2,212X
3924,55_75_20578_2004_2,212T
3925,55_75_20579_2001_1,212X
3926,55_75_20584_2000_3,212T
3927,55_75_20586_2000_1,212T
3928,55_75_20587_2000_3,212T
3929,55_75_20588_2000_3,212T
3930,55_75_20592_2000_1,212T
3931,55_75_20593_2000_3,212T
3932,55_75_20594_2000_3,212T
3933,55_75_20595_2000_1,212T
3934,55_75_20596_2000_4,212T
3935,55_75_20597_2000_2,212T
3936,55_75_20598_2000_2,212T
3937,55_75_20599_2000_4,212T
3938,55_75_20600_2000_2,212T
3939,55_75_20602_2000_1,212X
3940,55_75_20603_2000_3,212X
3941,55_75_20606_2000_1,212T
3942,55_75_20607_2000_2,212T
3943,55_75_20608_2000_1,212T
3944,55_75_20609_2001_2,212T
3945,55_75_20610_2001_2,212T
3946,55_75_20611_2001_4,212X
3947,55_75_20612_2001_2,212T
3948,55_75_20613_2001_2,212T
3949,55_75_20615_2001_3,212T
3950,55_75_20616_2001_3,212T
3951,55_75_20617_2001_3,212T
3952,55_75_20618_2001_1,212X
3953,55_75_20619_2001_2,212T
3954,55_75_20621_2001_4,212T
3955,55_75_20622_2001_3,212T
3956,55_75_20623_2001_3,212T
3957,55_75_20625_2001_1,212T
3958,55_75_20626_2001_1,212T
3959,55_75_20629_2001_1,212T
3960,55_75_20630_2001_3,212T
3961,55_75_20631_2001_2,212T
3962,55_75_20632_2001_4,212T
3963,55_75_20633_2001_3,212T
3964,55_75_20634_2001_4,212T
3965,55_75_20656_2000_3,212T
3966,55_75_20657_2001_1,212T
3967,55_75_20658_2001_2,212T
3968,55_75_20659_2002_2,212T
3969,55_75_20660_2002_4,212T
3970,55_75_20661_2002_2,212T
3971,55_75_20662_2002_1,212T
3972,55_75_20663_2002_4,212T
3973,55_75_20664_2002_4,212T
3974,55_75_20665_2002_3,212T
3975,55_75_20666_2002_2,212T
3976,55_75_20667_2002_2,212T
3977,55_75_20668_2002_1,212T
3978,55_75_20669_2002_4,212T
3979,55_75_20671_2002_2,212T
3980,55_75_20673_2002_1,212T
3981,55_75_20674_2002_1,212T
3982,55_75_20676_2002_4,212T
3983,55_75_20677_2002_2,212T
3984,55_75_20678_2002_2,212T
3985,55_75_20679_2003_1,212T
3986,55_75_20680_2003_4,212T
3987,55_75_20681_2003_3,212T
3988,55_75_20683_2003_2,212T
3989,55_75_20684_2003_1,212T
3990,55_75_20686_2003_3,212T
3991,55_75_20687_2003_3,212T
3992,55_75_20689_2003_2,212T
3993,55_75_20692_2003_4,212T
3994,55_75_20693_2003_4,212T
3995,55_75_20695_2003_3,212T
3996,55_75_20696_2003_3,212T
3997,55_75_20697_2003_4,212T
3998,55_75_20724_2003_2,212T
3999,55_75_20725_2003_4,212T
4000,55_75_20728_2004_1,212T
4001,55_75_20729_2004_2,212T
4002,55_75_20730_2004_4,212X
4003,55_75_20731_2004_2,212T
4004,55_75_20732_2004_3,212T
4005,55_75_20733_2004_1,212T
4006,55_75_20734_2004_4,212T
4007,55_75_20735_2004_3,212T
4008,55_75_20736_2004_2,212T
4009,55_75_20737_2004_4,212T
4010,55_75_20739_2004_2,212T
4011,55_75_20740_2004_2,212T
4012,55_75_20745_2004_2,212T
4013,55_75_20746_2004_1,212T
4014,55_75_20747_2004_1,212T
4015,55_75_20748_2004_2,212T
4016,55_75_20749_2004_3,212T
4017,55_75_20750_2004_3,212X
4018,55_75_20751_2004_2,212T
4019,55_75_20753_2004_3,212T
4020,55_75_20775_2004_2,212T
4021,55_75_20776_2004_1,212T
4022,55_77_20006_2001_3,222K
4023,55_77_20018_2000_3,222K
4024,55_77_20028_2003_3,222K
4025,55_77_20029_2004_3,222K
4026,55_77_20040_2003_4,222K
4027,55_77_20086_2001_4,222K
4028,55_77_20088_2004_1,222K
4029,55_77_20091_2003_2,222K
4030,55_77_20092_2004_4,222K
4031,55_77_20097_2002_4,222K
4032,55_77_20101_2002_4,222K
4033,55_77_20131_2000_4,222K
4034,55_77_20143_2000_3,222K
4035,55_77_20148_2000_4,222K
4036,55_77_20149_2002_3,222K
4037,55_77_20153_2001_4,222K
4038,55_77_20159_2003_4,222K
4039,55_77_20169_2000_1,222K
4040,55_77_20182_2004_2,222K
4041,55_77_20184_2001_3,222K
4042,55_77_20185_2004_1,222K
4043,55_77_20201_2004_3,222K
4044,55_77_20205_2000_1,222K
4045,55_77_20208_2000_1,222K
4046,55_77_20213_2001_2,222K
4047,55_77_20222_2002_3,222K
4048,55_77_20224_2002_4,222K
4049,55_77_20225_2002_2,222K
4050,55_77_20227_2002_1,222K
4051,55_77_20228_2002_1,222K
4052,55_77_20229_2002_3,222K
4053,55_77_20233_2003_2,222K
4054,55_77_20234_2003_1,222K
4055,55_77_20248_2004_4,222K
4056,55_77_20254_2004_4,222K
4057,55_78_20002_2004_4,212T
4058,55_78_20003_2002_4,212T
4059,55_78_20004_2002_2,212T
4060,55_78_20006_2004_2,212T
4061,55_78_20007_2000_1,212T
4062,55_78_20010_2001_3,212T
4063,55_78_20022_2004_1,212T
4064,55_78_20030_2004_2,212T
4065,55_78_20032_2003_1,212T
4066,55_78_20034_2001_4,212T
4067,55_78_20036_2002_2,212T
4068,55_78_20051_2000_2,212T
4069,55_78_20053_2000_2,212T
4070,55_78_20055_2004_1,212T
4071,55_78_20059_2002_1,212T
4072,55_78_20064_2001_1,212T
4073,55_78_20069_2001_2,212T
4074,55_78_20071_2002_2,212T
4075,55_78_20079_2001_1,212T
4076,55_78_20085_2002_3,212T
4077,55_78_20095_2004_3,212T
4078,55_78_20098_2003_4,212T
4079,55_78_20100_2000_1,212T
4080,55_78_20101_2003_1,212T
4081,55_78_20104_2000_4,212T
4082,55_78_20106_2004_3,212T
4083,55_78_20107_2001_2,212T
4084,55_78_20110_2001_3,212T
4085,55_78_20111_2003_2,212T
4086,55_78_20113_2004_3,212T
4087,55_78_20114_2000_2,212T
4088,55_78_20116_2001_2,212T
4089,55_78_20120_2001_1,212T
4090,55_78_20122_2004_3,212T
4091,55_78_20123_2003_2,212T
4092,55_78_20125_2000_2,212T
4093,55_78_20128_2002_1,212T
4094,55_78_20141_2001_4,212T
4095,55_78_20200_2001_3,212T
4096,55_78_20201_2004_2,212T
4097,55_78_20205_2002_1,212T
4098,55_78_20206_2000_1,212T
4099,55_78_20207_2000_2,212T
4100,55_78_20208_2000_2,212T
4101,55_78_20209_2000_3,212T
4102,55_78_20210_2000_1,212T
4103,55_78_20211_2001_4,212T
4104,55_78_20212_2001_1,212T
4105,55_78_20213_2001_4,212T
4106,55_78_20214_2001_3,212T
4107,55_78_20215_2001_3,212T
4108,55_78_20220_2002_3,212T
4109,55_78_20221_2002_2,212T
4110,55_78_20222_2002_3,212T
4111,55_78_20223_2002_1,212T
4112,55_78_20224_2002_1,212T
4113,55_78_20225_2002_4,212T
4114,55_78_20226_2002_2,212T
4115,55_78_20227_2003_1,212T
4116,55_78_20228_2003_1,212T
4117,55_78_20229_2003_3,212T
4118,55_78_20230_2003_3,212T
4119,55_78_20241_2004_2,212T
4120,55_78_20242_2004_4,212T
4121,55_78_20243_2004_4,212T
4122,55_78_20244_2004_2,212T
4123,55_78_20245_2004_4,212T
4124,55_78_20247_2004_2,212T
4125,55_79_20021_2003_2,222K
4126,55_79_20022_2001_2,222K
4127,55_81_20017_2000_1,222L
4128,55_81_20032_2000_4,222L
4129,55_81_20033_2003_2,222L
4130,55_81_20036_2004_1,222L
4131,55_81_20037_2002_4,222R
4132,55_81_20041_2003_3,222L
4133,55_81_20044_2001_2,222L
4134,55_81_20062_2004_2,222L
4135,55_81_20066_2000_4,222R
4136,55_81_20067_2001_2,222R
4137,55_81_20071_2001_1,222L
4138,55_81_20073_2003_1,222L
4139,55_81_20078_2001_2,222R
4140,55_81_20096_2003_4,222L
4141,55_81_20105_2001_3,222L
4142,55_81_20110_2000_2,222L
4143,55_81_20115_2002_2,222L
4144,55_81_20122_2000_2,222L
4145,55_81_20123_2004_3,222L
4146,55_81_20141_2004_1,222L
4147,55_81_20160_2001_1,222L
4148,55_81_20168_2004_3,222L
4149,55_81_20169_2002_3,222L
4150,55_81_20210_2002_3,222R
4151,55_81_20215_2000_4,222L
4152,55_81_20226_2000_4,222R
4153,55_81_20227_2002_1,222L
4154,55_81_20233_2002_2,222L
4155,55_81_20240_2003_1,222L
4156,55_81_20246_2001_2,222L
4157,55_81_20252_2001_1,222L
4158,55_81_20255_2004_1,222L
4159,55_81_20257_2004_3,222L
4160,55_81_20272_2003_3,222L
4161,55_81_20275_2003_1,222R
4162,55_81_20280_2001_1,222R
4163,55_81_20285_2000_2,222L
4164,55_81_20290_2002_4,222L
4165,55_81_20296_2000_2,222L
4166,55_81_20298_2003_2,222R
4167,55_81_20306_2001_4,222L
4168,55_81_20309_2000_4,222R
4169,55_81_20321_2003_4,222L
4170,55_81_20341_2001_1,222L
4171,55_81_20348_2003_1,222L
4172,55_81_20352_2003_1,222L
4173,55_81_20367_2000_4,222L
4174,55_81_20369_2004_2,222R
4175,55_81_20370_2002_1,222L
4176,55_81_20373_2000_4,222R
4177,55_81_20376_2000_1,222L
4178,55_81_20378_2000_1,222R
4179,55_81_20383_2000_4,222L
4180,55_81_20384_2000_1,222L
4181,55_81_20385_2000_2,222L
4182,55_81_20386_2000_2,222L
4183,55_81_20387_2000_3,222L
4184,55_81_20389_2001_4,222R
4185,55_81_20391_2001_3,222R
4186,55_81_20392_2001_1,222L
4187,55_81_20393_2001_1,222L
4188,55_81_20395_2001_3,222L
4189,55_81_20396_2001_3,222L
4190,55_81_20400_2001_2,222L
4191,55_81_20402_2001_4,222L
4192,55_81_20418_2002_3,222R
4193,55_81_20419_2002_3,222R
4194,55_81_20420_2002_2,222R
4195,55_81_20421_2002_2,222L
4196,55_81_20422_2002_4,222R
4197,55_81_20423_2002_3,222L
4198,55_81_20424_2002_4,222L
4199,55_81_20430_2002_2,222L
4200,55_81_20432_2002_1,222L
4201,55_81_20434_2003_1,222L
4202,55_81_20437_2003_3,222L
4203,55_81_20438_2003_1,222L
4204,55_81_20439_2003_3,222L
4205,55_81_20440_2003_1,222L
4206,55_81_20441_2003_2,222L
4207,55_81_20444_2003_1,222R
4208,55_81_20460_2004_4,222R
4209,55_81_20461_2004_3,222R
4210,55_81_20462_2004_2,222L
4211,55_81_20463_2004_2,222L
4212,55_81_20464_2004_2,222L
4213,55_81_20468_2004_1,222L
4214,55_81_20469_2004_4,222L
4215,55_81_20470_2004_4,222L
4216,55_83_20007_2000_2,212T
4217,55_83_20013_2002_2,212T
4218,55_83_20016_2003_3,212T
4219,55_83_20017_2001_3,212T
4220,55_83_20028_2001_1,212T
4221,55_83_20030_2000_3,212X
4222,55_83_20036_2004_1,212T
4223,55_83_20043_2004_3,212T
4224,55_83_20050_2004_2,212T
4225,55_83_20053_2003_3,212T
4226,55_83_20063_2004_3,212T
4227,55_83_20064_2003_1,212T
4228,55_83_20067_2004_2,212T
4229,55_83_20068_2001_1,212T
4230,55_83_20069_2004_4,212T
4231,55_83_20070_2000_2,212T
4232,55_83_20077_2003_2,212T
4233,55_83_20083_2000_2,212T
4234,55_83_20088_2001_2,212T
4235,55_83_20089_2004_2,212T
4236,55_83_20099_2004_2,212T
4237,55_83_20105_2002_1,212T
4238,55_83_20106_2001_2,212T
4239,55_83_20107_2004_2,212T
4240,55_83_20108_2003_4,212T
4241,55_83_20109_2000_3,212T
4242,55_83_20110_2003_1,212T
4243,55_83_20117_2000_2,212T
4244,55_83_20124_2001_4,212T
4245,55_83_20127_2003_4,212T
4246,55_83_20141_2002_2,212T
4247,55_83_20155_2000_2,212T
4248,55_83_20164_2002_2,212T
4249,55_83_20171_2000_4,212T
4250,55_83_20172_2003_2,212T
4251,55_83_20179_2003_4,212T
4252,55_83_20182_2003_3,212T
4253,55_83_20188_2002_4,212T
4254,55_83_20194_2004_4,212T
4255,55_83_20200_2002_3,212T
4256,55_83_20203_2002_2,212T
4257,55_83_20207_2001_4,212T
4258,55_83_20208_2001_2,212T
4259,55_83_20212_2000_1,212T
4260,55_83_20234_2004_2,212T
4261,55_83_20243_2002_3,212T
4262,55_83_20244_2001_3,212T
4263,55_83_20250_2000_2,212T
4264,55_83_20266_2004_3,212T
4265,55_83_20279_2004_2,212T
4266,55_83_20283_2003_2,212T
4267,55_83_20293_2002_2,212T
4268,55_83_20301_2004_4,212T
4269,55_83_20303_2002_3,212T
4270,55_83_20308_2003_3,212T
4271,55_83_20315_2002_2,212T
4272,55_83_20319_2002_1,212T
4273,55_83_20321_2002_1,212T
4274,55_83_20324_2003_3,212T
4275,55_83_20325_2004_1,212T
4276,55_83_20328_2003_2,212T
4277,55_83_20343_2000_4,212T
4278,55_83_20348_2004_1,212T
4279,55_83_20363_2001_4,212T
4280,55_83_20364_2004_4,212T
4281,55_83_20368_2000_1,212T
4282,55_83_20376_2004_4,212T
4283,55_83_20380_2000_2,212Z
4284,55_83_20381_2000_3,212T
4285,55_83_20385_2000_1,212T
4286,55_83_20387_2000_4,212T
4287,55_83_20388_2000_2,212T
4288,55_83_20392_2000_2,212T
4289,55_83_20393_2000_1,212T
4290,55_83_20394_2000_4,212T
4291,55_83_20396_2000_2,212T
4292,55_83_20397_2001_2,212T
4293,55_83_20398_2001_2,212T
4294,55_83_20399_2001_1,212T
4295,55_83_20400_2001_3,212T
4296,55_83_20405_2001_4,212T
4297,55_83_20406_2001_2,212T
4298,55_83_20408_2001_3,212T
4299,55_83_20411_2001_2,212T
4300,55_83_20428_2002_1,212T
4301,55_83_20429_2002_2,212T
4302,55_83_20430_2002_1,212T
4303,55_83_20431_2002_2,212T
4304,55_83_20432_2002_1,212T
4305,55_83_20433_2002_3,212T
4306,55_83_20438_2002_2,212T
4307,55_83_20439_2002_1,212T
4308,55_83_20440_2002_2,212T
