"","ECO_PROVINCE","EPSILON","p0","p1","p2","LANDIS_MEAN","FIA_MEAN","MEAN_BIAS","SD_BIAS","N","NULLHYP"
"1","212J",0.5,0.862479632450206,5.24551440193778e-09,8.95536399398696e-10,14.4740028653783,14.4066785358403,-0.0673243295379429,4.83077959001273,155,"REJECTED"
"2","212K",0.5,0.000360550981912904,2.47664512081105e-07,5.26345153893438e-29,15.1342438437039,13.9007117820787,-1.23353206162528,5.98069973709296,306,"REJECTED"
"3","212Q",0.5,0.135268270791445,1.88955130195556e-22,4.50036737445005e-13,15.2663100450605,15.8018192962867,0.535509251226195,6.39724939106971,320,"REJECTED"
"4","212T",0.5,0.137261481397851,2.70359963091181e-31,6.6161293943083e-20,15.7769790788931,16.241339037342,0.464359958448883,6.83453884630421,480,"REJECTED"
"5","212X",0.5,0.893022966171634,2.35539833369321e-71,1.34595845972392e-69,14.6436066641848,14.6655044245607,0.021897760375878,6.10457935572526,1406,"REJECTED"
"6","212Y",0.5,0.000637362099246354,0.0174854498825312,6.81864080772767e-16,14.4310330594478,12.6961283343683,-1.73490472507952,5.58134269263623,127,"REJECTED"
"7","212Z",0.5,0.0116437603692743,2.02650411977157e-09,0.0616459533598216,14.5913314475071,16.5970046304081,2.00567318290109,6.42551789718459,69,"NOT REJECTED"
"8","222K",0.5,1.75971661986115e-08,8.04149639661427e-34,0.0103922854948682,17.1427825593165,20.1357186775718,2.99293611825536,8.3806535307658,265,"REJECTED"
"9","222L",0.5,1.20053497354242e-06,7.38178248281312e-51,1.32960923877603e-11,16.8547912343466,18.5149789153746,1.660187681028,7.92164613660691,549,"REJECTED"
"10","222M",0.5,0.271051106339455,0.000343895177423074,0.0638514513946905,16.8271003174657,18.1324756160113,1.30537529854558,6.26073658754542,29,"NOT REJECTED"
"11","222R",0.5,0.875093161350965,1.58500741912823e-14,1.96304473623122e-15,15.6830106025515,15.6286218785718,-0.0543887239797569,5.65884526603263,268,"REJECTED"
