"","ECO_PROVINCE","EPSILON","p0","p1","p2","LANDIS_MEAN","FIA_MEAN","MEAN_BIAS","SD_BIAS","N","NULLHYP"
"1","212J",0.5,0.010978761211736,1.31035620832098e-15,0.000179065497769632,31.0838709677419,35.8451612903226,4.76129032258065,23.0242909195969,155,"REJECTED"
"2","212K",0.5,6.69530493091071e-08,4.36127464237774e-36,0.000732111036220085,27.3104575163399,35.5392156862745,8.22875816993464,26.0039080876289,306,"REJECTED"
"3","212Q",0.5,0.062523411237841,9.96694267616657e-24,4.75657348883448e-12,28.275,30.334375,2.059375,19.7094786383986,320,"REJECTED"
"4","212T",0.5,0.0117825587043741,1.18719335691609e-35,2.10180646251206e-16,29.35,31.5208333333333,2.17083333333333,18.8114472137836,480,"REJECTED"
"5","212X",0.5,1.69250084352087e-06,5.65039915818587e-104,9.02329406593834e-42,32.7446657183499,35.5633001422475,2.81863442389758,21.984283479949,1406,"REJECTED"
"6","212Y",0.5,3.30834395213283e-07,1.65352578125769e-20,0.404429877527476,33.0629921259843,47.1732283464567,14.1102362204724,29.4890962755746,127,"NOT REJECTED"
"7","212Z",0.5,0.681488655456825,1.0752332340897e-05,0.000189273533784473,26.2898550724638,27.231884057971,0.942028985507246,18.9836493562618,69,"REJECTED"
"8","222K",0.5,0.104415401568218,9.63510581234921e-20,1.88353090011371e-10,16.3962264150943,17.6,1.20377358490566,12.0263278461754,265,"REJECTED"
"9","222L",0.5,0.0164012468693228,1.55638891019312e-19,3.80626499190702e-39,21.7850637522769,20.4207650273224,-1.36429872495446,13.279088731748,549,"REJECTED"
"10","222M",0.5,0.0796724603760203,5.26867390579907e-05,0.194802429718323,13.5172413793103,16.7586206896552,3.24137931034483,9.5978240555339,29,"NOT REJECTED"
"11","222R",0.5,0.000959173020494958,1.6354687770746e-25,1.06982833284605e-06,26.9850746268657,30.9328358208955,3.94776119402985,19.3529477529723,268,"REJECTED"
