"","ECO_PROVINCE","EPSILON","p0","p1","p2","LANDIS_MEAN","FIA_MEAN","MEAN_BIAS","SD_BIAS","N","NULLHYP"
"1","abiebals",0.5,3.88749568661749e-168,1,2.44407549425878e-293,0.34229887442923,0.114664204459232,NA,NA,1625,"NOT REJECTED"
"2","acernegu",0.5,4.44270543503954e-05,0.00235329681562439,3.47474279186139e-23,0.171781052667841,0.121786221314758,NA,NA,309,"REJECTED"
"3","acerrubr",0.5,3.34389688752892e-06,9.23919579648722e-67,1.97494601088432e-139,0.165073999498033,0.150220704715635,NA,NA,3220,"REJECTED"
"4","acersacc",0.5,6.46445624353999e-05,1.03217732623756e-123,5.28801420884196e-64,0.174839987577412,0.188719112475015,NA,NA,2275,"REJECTED"
"5","betualle",0.5,1.60937152345169e-06,1.38217808155519e-35,1.54725304080203e-05,0.0895604382048815,0.11461527820085,NA,NA,631,"REJECTED"
"6","betupapy",0.5,2.36147401497223e-14,0.00186584965551041,9.02016210278515e-59,0.129884992056938,0.0912949326912863,NA,NA,1122,"REJECTED"
"7","carycord",0.5,0.677844711248282,9.91158602050135e-13,1.20559831008295e-10,0.113943998656829,0.117278429200881,NA,NA,393,"REJECTED"
"8","caryovat",0.5,0.671378186210167,4.02119398902665e-09,4.41762996498341e-11,0.108095241515062,0.104791394202186,NA,NA,289,"REJECTED"
"9","fraxamer",0.5,1.92852152556626e-09,1.14243231631489e-05,2.49038432843618e-48,0.133152010735904,0.0953857681929479,NA,NA,765,"REJECTED"
"10","fraxnigr",0.5,0.0382566507897002,4.46741790200364e-26,6.80513319641435e-45,0.162158314913941,0.152593634509801,NA,NA,968,"REJECTED"
"11","fraxpenn",0.5,0.319162565279397,1.20000692519884e-12,1.71203579150857e-18,0.135913248231819,0.126917938591588,NA,NA,600,"REJECTED"
"12","l_inconi",0.5,0.425603078518095,0.0129918995723853,0.000174771276023792,0.156590692115153,0.14163760298222,NA,NA,65,"REJECTED"
"13","l_inhard",0.5,0.343163775326796,0.0835122433058448,0.00139175689054171,0.235133048521868,0.20466972557226,NA,NA,51,"NOT REJECTED"
"14","l_tohard",0.5,0.82269386229314,1.64034946445594e-07,1.13647022011466e-06,0.0902197966745765,0.0921329938819339,NA,NA,156,"REJECTED"
"15","larilari",0.5,0.000161785317672529,1.70677666211232e-05,1.53977928319048e-26,0.19843795095494,0.159117123837996,NA,NA,420,"REJECTED"
"16","ostrvirg",0.5,1.34884385612446e-106,1,3.62354795540624e-182,0.164224042371628,0.0540960904684489,NA,NA,965,"NOT REJECTED"
"17","piceglau",0.5,2.55020793928366e-05,0.00228189305645341,3.3948512339737e-24,0.169742107815717,0.128740276099571,NA,NA,386,"REJECTED"
"18","picemari",0.5,1.48018331996659e-30,0.999947736612823,7.9910153179217e-65,0.266313134837083,0.159056087020483,NA,NA,448,"NOT REJECTED"
"19","pinubank",0.5,7.82286137811598e-17,0.966656697542784,1.68416904436532e-39,0.283697552711714,0.161380782439211,NA,NA,395,"NOT REJECTED"
"20","pinuresi",0.5,1.49588319308961e-09,2.09546914213688e-47,3.03310946822756e-05,0.289606056126376,0.347269431215446,NA,NA,645,"REJECTED"
"21","pinustro",0.5,0.122336162341853,1.37103232099737e-35,6.99906825842998e-23,0.230641670596991,0.245262929034809,NA,NA,864,"REJECTED"
"22","popugran",0.5,2.26890452580314e-07,0.000437691740491727,9.61726713163571e-35,0.227859832974592,0.159818832505965,NA,NA,657,"REJECTED"
"23","poputrem",0.5,2.22341010382395e-115,1,1.73947283393198e-244,0.349601153361162,0.18076368821439,NA,NA,2087,"NOT REJECTED"
"24","prunsero",0.5,1.19239124683539e-25,0.136655174248507,1.84548706991667e-84,0.125413403514525,0.0703806623728826,NA,NA,1091,"NOT REJECTED"
"25","queralba",0.5,8.90809659327533e-14,1.96524531410207e-47,0.0794784633262756,0.0930273312770175,0.156355911141412,NA,NA,706,"NOT REJECTED"
"26","querelli",0.5,0.0331424484854614,2.7454670819249e-11,1.30431826847452e-24,0.158668990500811,0.143047683021936,NA,NA,659,"REJECTED"
"27","quermacr",0.5,0.386612050369132,1.63210156748803e-08,1.34552836926606e-12,0.155111034401573,0.143486217646216,NA,NA,415,"REJECTED"
"28","querrubr",0.5,2.957133808349e-05,1.4971725643994e-46,3.98446990213537e-13,0.182842842723785,0.21453048621249,NA,NA,1291,"REJECTED"
"29","quervelu",0.5,0.00245798071020938,0.000118860615664486,4.40178721819952e-19,0.203850595795729,0.167368286306675,NA,NA,439,"REJECTED"
"30","s_inhard",0.5,0.616803865640628,5.48184650160536e-10,7.69708371920825e-08,0.0383049842359395,0.0404063220876567,NA,NA,301,"REJECTED"
"31","s_tohard",0.5,4.8406447321549e-08,0.947122618783618,9.30392267139416e-17,0.103174272779824,0.0325647254691524,NA,NA,226,"NOT REJECTED"
"32","thujocci",0.5,7.43961799436331e-62,3.30273506264557e-97,1,0.133444153719521,0.357723170231724,NA,NA,479,"NOT REJECTED"
"33","tiliamer",0.5,0.12069195271159,7.85872409582362e-41,5.12310845174608e-27,0.150002672031271,0.159846736497064,NA,NA,1121,"REJECTED"
"34","tsugcana",0.5,8.84572205160839e-18,3.13548303180719e-47,0.801415201486867,0.147329916637707,0.243017778729963,NA,NA,353,"NOT REJECTED"
"35","ulmuamer",0.5,0.000459355080428123,3.83472719123544e-19,5.5469756601987e-50,0.140705339811765,0.115161618713649,NA,NA,1248,"REJECTED"
