MAPVALUE,PLT_KEY,ECO_PROVINCE
90,55_103_20167_2004_3,222L
91,55_103_20168_2004_1,222L
92,55_103_20178_2003_4,222L
93,55_103_20187_2002_1,222L
94,55_103_20192_2004_3,222L
95,55_103_20209_2002_2,222L
96,55_103_20213_2001_2,222L
97,55_103_20219_2004_3,222L
98,55_103_20222_2004_4,222L
99,55_103_20223_2000_2,222L
100,55_103_20224_2004_1,222L
101,55_103_20231_2000_2,222L
102,55_103_20235_2000_1,222L
103,55_103_20251_2002_4,222L
104,55_103_20256_2002_3,222L
105,55_103_20262_2003_3,222L
106,55_103_20263_2003_2,222L
107,55_103_20265_2003_3,222L
108,55_103_20268_2003_1,222L
109,55_105_20006_2001_2,222K
110,55_105_20025_2004_2,222K
111,55_105_20058_2002_4,222K
112,55_105_20083_2002_1,222K
113,55_105_20101_2000_4,222K
114,55_105_20106_2001_1,222K
115,55_105_20144_2004_4,222K
116,55_105_20198_2000_2,222K
117,55_105_20221_2001_4,222K
118,55_105_20281_2000_1,222K
119,55_105_20285_2000_3,222K
120,55_105_20296_2001_4,222K
121,55_105_20312_2001_3,222K
122,55_105_20355_2004_4,222K
123,55_107_10485_2004_2,212X
124,55_107_20001_2002_1,212X
125,55_107_20012_2002_1,212X
126,55_107_20020_2002_4,212X
127,55_107_20038_2000_2,212X
128,55_107_20039_2001_2,212X
129,55_107_20043_2001_4,212X
130,55_107_20052_2000_2,212X
131,55_107_20055_2000_4,212X
132,55_107_20062_2004_4,212X
133,55_107_20068_2000_3,212X
134,55_107_20073_2004_3,212X
135,55_107_20074_2003_4,212X
136,55_107_20081_2002_4,212X
137,55_107_20090_2003_3,212X
138,55_107_20098_2003_2,212X
139,55_107_20101_2004_3,212X
140,55_107_20103_2001_2,212X
141,55_107_20107_2001_3,212X
142,55_107_20116_2003_4,212X
143,55_107_20126_2004_4,212X
144,55_107_20133_2001_3,212X
145,55_107_20135_2003_2,212X
146,55_107_20138_2002_4,212X
147,55_107_20139_2003_1,212X
148,55_107_20149_2004_1,212X
149,55_107_20155_2002_3,212X
150,55_107_20164_2001_1,212X
151,55_107_20166_2004_1,212X
152,55_107_20168_2003_2,212X
153,55_107_20180_2004_3,212X
154,55_107_20184_2003_3,212X
155,55_107_20188_2004_2,212X
156,55_107_20192_2002_3,212X
157,55_107_20203_2004_3,212X
158,55_107_20210_2000_4,212X
159,55_107_20214_2002_2,212X
160,55_107_20224_2001_3,212X
161,55_107_20225_2003_2,212X
162,55_107_20226_2001_3,212X
163,55_107_20227_2003_4,212X
164,55_107_20230_2003_4,212X
165,55_107_20231_2003_2,212X
166,55_107_20233_2004_3,212X
167,55_107_20248_2004_3,212X
168,55_107_20254_2002_2,212X
169,55_107_20268_2002_4,212X
170,55_107_20275_2001_2,212X
171,55_107_20281_2000_3,212X
172,55_107_20284_2003_4,212X
173,55_107_20291_2001_4,212X
174,55_107_20293_2001_4,212X
175,55_107_20302_2000_3,212X
176,55_107_20313_2002_1,212X
177,55_107_20323_2003_1,212X
178,55_107_20342_2002_3,212X
179,55_107_20343_2002_2,212X
180,55_107_20345_2003_1,212X
181,55_107_20352_2003_4,212X
182,55_107_20357_2001_2,212X
183,55_107_20358_2000_2,212X
184,55_107_20359_2001_3,212X
185,55_107_20360_2000_4,212X
186,55_107_20361_2002_1,212X
187,55_107_20362_2000_3,212X
188,55_107_20363_2004_1,212X
189,55_107_20369_2000_3,212X
190,55_107_20370_2000_1,212X
191,55_107_20371_2000_4,212X
192,55_107_20373_2000_3,212X
193,55_107_20375_2000_3,212X
194,55_107_20376_2000_1,212X
195,55_107_20377_2000_1,212X
196,55_107_20380_2000_3,212X
197,55_107_20382_2000_1,212X
198,55_107_20383_2000_4,212Q
199,55_107_20384_2000_4,212X
200,55_107_20385_2001_1,212X
201,55_107_20386_2001_2,212X
202,55_107_20388_2001_3,212X
203,55_107_20389_2001_1,212X
204,55_107_20391_2001_3,212X
205,55_107_20392_2001_3,212X
206,55_107_20393_2001_3,212X
207,55_107_20394_2001_2,212X
208,55_107_20395_2001_1,212X
209,55_107_20416_2002_3,212X
210,55_107_20417_2002_1,212X
211,55_107_20420_2002_1,212X
212,55_107_20421_2002_4,212X
213,55_107_20424_2002_4,212X
214,55_107_20425_2002_4,212X
215,55_107_20428_2003_3,212X
216,55_107_20429_2003_1,212Q
217,55_107_20430_2003_2,212X
218,55_107_20432_2003_3,212X
219,55_107_20433_2003_2,212X
220,55_107_20437_2003_2,212X
221,55_107_20439_2003_3,212X
222,55_107_20440_2003_3,212X
223,55_107_20457_2004_4,212X
224,55_107_20459_2004_1,212X
225,55_107_20461_2004_3,212X
226,55_107_20465_2004_4,212X
227,55_107_20466_2004_1,212X
228,55_107_20467_2004_3,212X
229,55_107_20468_2004_1,212X
230,55_107_20469_2004_4,212X
231,55_109_20037_2002_3,222M
232,55_109_20065_2001_3,222M
233,55_109_20071_2002_2,222M
234,55_109_20096_2003_2,222M
235,55_109_20111_2002_1,222L
236,55_109_20120_2003_3,222M
237,55_109_20135_2004_4,222M
238,55_109_20141_2002_1,222M
239,55_109_20157_2002_1,222M
240,55_109_20159_2004_3,222M
241,55_109_20163_2004_2,222M
242,55_109_20190_2003_2,222M
243,55_109_20216_2004_1,222L
244,55_109_20223_2000_3,222M
245,55_109_20276_2004_3,222M
246,55_109_20280_2000_2,222L
247,55_109_20314_2002_4,222M
248,55_109_20316_2002_1,222M
249,55_109_20320_2002_3,222M
250,55_109_20327_2003_1,222M
251,55_109_20351_2004_1,222M
252,55_109_20353_2004_4,222M
253,55_109_20355_2004_4,222M
254,55_11_20011_2002_1,222L
255,55_11_20013_2001_1,222L
256,55_11_20019_2004_4,222L
257,55_11_20022_2003_3,222L
258,55_11_20024_2002_3,222L
259,55_11_20039_2003_2,222L
260,55_11_20044_2001_2,222L
261,55_11_20047_2000_4,222L
262,55_11_20050_2000_4,222L
263,55_11_20062_2003_3,222L
264,55_11_20074_2002_4,222L
265,55_11_20076_2002_4,222L
266,55_11_20078_2002_4,222L
267,55_11_20085_2001_3,222L
268,55_11_20098_2003_3,222L
269,55_11_20102_2003_3,222L
270,55_11_20105_2000_2,222L
271,55_11_20106_2000_3,222L
272,55_11_20120_2000_3,222L
273,55_11_20131_2004_1,222L
274,55_11_20134_2004_3,222L
275,55_11_20140_2002_2,222L
276,55_11_20149_2003_3,222L
277,55_11_20155_2004_1,222L
278,55_11_20160_2001_3,222L
279,55_11_20163_2001_3,222L
280,55_11_20165_2003_1,222L
281,55_11_20167_2002_1,222L
282,55_11_20168_2000_1,222L
283,55_11_20170_2004_2,222L
284,55_11_20173_2001_3,222L
285,55_11_20190_2002_1,222L
286,55_11_20193_2003_2,222L
287,55_11_20239_2000_4,222L
288,55_11_20250_2002_4,222L
289,55_11_20257_2003_4,222L
290,55_11_20268_2001_1,222L
291,55_11_20271_2000_2,222L
292,55_11_20273_2000_1,222L
293,55_11_20281_2000_4,222L
294,55_11_20282_2000_3,222L
295,55_11_20283_2000_1,222L
296,55_11_20285_2001_3,222L
297,55_11_20287_2001_2,222L
298,55_11_20289_2001_4,222L
299,55_11_20291_2001_3,222L
300,55_11_20305_2002_3,222L
301,55_11_20310_2002_3,222L
302,55_11_20320_2003_4,222L
303,55_11_20321_2003_4,222L
304,55_11_20340_2004_2,222L
305,55_11_20343_2004_1,222L
306,55_111_20010_2004_4,222L
307,55_111_20022_2003_2,222L
308,55_111_20024_2004_4,222L
309,55_111_20036_2004_4,222L
310,55_111_20037_2002_1,222L
311,55_111_20062_2003_2,222L
312,55_111_20067_2001_2,222L
313,55_111_20072_2003_2,222L
314,55_111_20086_2003_3,222L
315,55_111_20091_2004_4,222L
316,55_111_20098_2000_4,222L
317,55_111_20115_2001_3,222L
318,55_111_20117_2004_4,222L
319,55_111_20126_2000_4,222L
320,55_111_20133_2000_2,222L
321,55_111_20150_2000_4,222L
322,55_111_20151_2000_3,222L
323,55_111_20173_2001_3,222L
324,55_111_20180_2001_3,222L
325,55_111_20191_2002_4,222L
326,55_111_20202_2002_3,222L
327,55_111_20218_2002_1,222L
328,55_111_20222_2003_1,222L
329,55_111_20247_2003_1,222L
330,55_111_20278_2001_3,222L
331,55_111_20285_2001_3,222R
332,55_111_20287_2000_4,222L
333,55_111_20289_2001_1,222L
334,55_111_20291_2004_4,222L
335,55_111_20307_2001_3,222L
336,55_111_20308_2002_4,222K
337,55_111_20323_2003_2,222L
338,55_111_20324_2001_4,222L
339,55_111_20330_2001_4,222L
340,55_111_20332_2000_3,222K
341,55_111_20336_2000_1,222L
342,55_111_20354_2001_3,222L
343,55_111_20378_2002_3,222L
344,55_111_20388_2002_3,222L
345,55_111_20391_2002_2,222L
346,55_111_20393_2003_4,222L
347,55_111_20395_2003_3,222R
348,55_111_20401_2003_3,222K
349,55_111_20403_2003_4,222L
350,55_111_20418_2004_2,222L
351,55_111_20420_2004_2,222R
352,55_111_20421_2004_4,222L
353,55_111_20422_2004_3,222L
354,55_111_20427_2004_4,222L
355,55_111_20428_2004_3,222L
356,55_113_20001_2001_1,212X
357,55_113_20003_2001_1,212X
358,55_113_20008_2004_1,212X
359,55_113_20013_2001_2,212X
360,55_113_20014_2004_2,212X
361,55_113_20017_2002_4,212X
362,55_113_20020_2000_2,212X
363,55_113_20026_2000_1,212X
364,55_113_20027_2004_1,212X
365,55_113_20031_2000_2,212X
366,55_113_20059_2000_3,212X
367,55_113_20060_2003_1,212X
368,55_113_20063_2003_2,212X
369,55_113_20073_2000_4,212X
370,55_113_20082_2000_2,212X
371,55_113_20095_2004_2,212X
372,55_113_20096_2003_1,212K
373,55_113_20098_2004_3,212X
374,55_113_20100_2001_4,212X
375,55_113_20103_2001_4,212X
376,55_113_20111_2000_1,212X
377,55_113_20112_2002_1,212X
378,55_113_20113_2001_4,212X
379,55_113_20121_2002_3,212X
380,55_113_20123_2002_2,212K
381,55_113_20131_2000_4,212X
382,55_113_20137_2001_1,212X
383,55_113_20140_2002_1,212X
384,55_113_20144_2002_4,212X
385,55_113_20145_2002_1,212X
386,55_113_20147_2002_4,212X
387,55_113_20149_2002_1,212X
388,55_113_20152_2004_4,212X
389,55_113_20158_2001_3,212X
390,55_113_20169_2002_4,212X
391,55_113_20190_2003_4,212X
392,55_113_20192_2002_2,212X
393,55_113_20194_2004_3,212X
394,55_113_20200_2004_3,212X
395,55_113_20206_2000_3,212X
396,55_113_20210_2001_1,212X
397,55_113_20211_2002_4,212X
398,55_113_20215_2001_2,212X
399,55_113_20218_2004_1,212X
400,55_113_20219_2004_3,212X
401,55_113_20223_2003_2,212X
402,55_113_20227_2001_4,212X
403,55_113_20230_2003_3,212X
404,55_113_20231_2003_3,212X
405,55_113_20241_2003_2,212X
406,55_113_20251_2001_3,212X
407,55_113_20253_2000_2,212X
408,55_113_20261_2000_1,212X
409,55_113_20264_2000_1,212X
410,55_113_20271_2001_4,212X
411,55_113_20272_2001_3,212X
412,55_113_20273_2000_3,212X
413,55_113_20274_2002_1,212X
414,55_113_20280_2000_4,212X
415,55_113_20282_2004_4,212X
416,55_113_20287_2000_2,212X
417,55_113_20290_2000_3,212X
418,55_113_20294_2002_2,212X
419,55_113_20298_2003_3,212X
420,55_113_20304_2000_3,212X
421,55_113_20312_2001_1,212X
422,55_113_20315_2002_2,212X
423,55_113_20316_2003_1,212X
424,55_113_20317_2001_4,212X
425,55_113_20322_2000_3,212X
426,55_113_20323_2003_3,212X
427,55_113_20325_2003_2,212X
428,55_113_20327_2002_3,212X
429,55_113_20331_2004_1,212X
430,55_113_20332_2002_1,212X
431,55_113_20337_2002_3,212X
432,55_113_20341_2003_3,212X
433,55_113_20353_2002_3,212X
434,55_113_20358_2000_4,212X
435,55_113_20363_2003_1,212X
436,55_113_20368_2000_2,212X
437,55_113_20383_2004_4,212X
438,55_113_20385_2004_3,212X
439,55_113_20392_2002_4,212X
440,55_113_20393_2002_2,212X
441,55_113_20396_2002_3,212K
442,55_113_20403_2002_2,212X
443,55_113_20409_2001_2,212X
444,55_113_20414_2002_3,212X
445,55_113_20417_2002_1,212X
446,55_113_20419_2004_2,212X
447,55_113_20422_2001_3,212X
448,55_113_20426_2004_3,212X
449,55_113_20429_2003_4,212X
450,55_113_20434_2004_2,212X
451,55_113_20436_2001_1,212X
452,55_113_20451_2002_1,212K
453,55_113_20456_2004_4,212X
454,55_113_20464_2004_2,212X
455,55_113_20466_2004_3,212X
456,55_113_20469_2000_2,212X
457,55_113_20470_2001_3,212X
458,55_113_20474_2001_3,212X
459,55_113_20479_2001_1,212X
460,55_113_20482_2001_4,212X
461,55_113_20489_2003_1,212X
462,55_113_20493_2003_4,212X
463,55_113_20494_2000_3,212X
464,55_113_20495_2002_3,212X
465,55_113_20497_2000_3,212X
466,55_113_20498_2000_2,212X
467,55_113_20499_2001_3,212X
468,55_113_20503_2001_3,212X
469,55_113_20504_2002_4,212X
470,55_113_20505_2001_1,212X
471,55_113_20506_2001_2,212X
472,55_113_20507_2001_2,212X
473,55_113_20508_2001_1,212Q
474,55_113_20509_2004_2,212X
475,55_113_20511_2005_3,212X
476,55_113_20512_2000_2,212X
477,55_113_20519_2000_1,212X
478,55_113_20521_2000_1,212X
479,55_113_20526_2000_4,212X
480,55_113_20529_2000_1,212X
481,55_113_20531_2001_2,212X
482,55_113_20532_2001_1,212X
483,55_113_20533_2001_2,212X
484,55_113_20534_2001_2,212X
485,55_113_20536_2001_1,212X
486,55_113_20537_2001_1,212X
487,55_113_20540_2001_2,212X
488,55_113_20541_2001_1,212X
489,55_113_20542_2001_4,212X
490,55_113_20543_2001_1,212X
491,55_113_20544_2001_2,212X
492,55_113_20546_2001_4,212X
493,55_113_20548_2001_2,212K
494,55_113_20550_2001_4,212X
495,55_113_20551_2001_4,212X
496,55_113_20574_2002_1,212X
497,55_113_20577_2002_3,212X
498,55_113_20578_2002_4,212X
499,55_113_20579_2002_4,212X
500,55_113_20581_2002_3,212X
501,55_113_20584_2002_2,212Q
502,55_113_20586_2002_2,212X
503,55_113_20587_2002_4,212X
504,55_113_20588_2002_2,212X
505,55_113_20591_2003_1,212X
506,55_113_20592_2003_3,212X
507,55_113_20593_2003_2,212X
508,55_113_20595_2003_3,212X
509,55_113_20597_2003_4,212X
510,55_113_20598_2003_1,212X
511,55_113_20599_2003_1,212X
512,55_113_20601_2003_2,212X
513,55_113_20602_2003_4,212X
514,55_113_20603_2003_1,212X
515,55_113_20604_2003_3,212X
516,55_113_20605_2003_2,212X
517,55_113_20606_2003_3,212X
518,55_113_20607_2003_4,212X
519,55_113_20609_2003_2,212X
520,55_113_20610_2003_1,212X
521,55_113_20612_2003_3,212X
522,55_113_20613_2003_4,212X
523,55_113_20615_2003_1,212X
524,55_113_20638_2004_4,212X
525,55_113_20642_2004_4,212X
526,55_113_20643_2004_3,212X
527,55_113_20649_2004_1,212X
528,55_113_20650_2004_3,212X
529,55_113_20651_2004_4,212X
530,55_113_20652_2004_1,212X
531,55_113_20654_2004_1,212X
532,55_113_20656_2004_4,212X
533,55_113_29006_2004_2,212X
534,55_113_29009_2004_4,212X
535,55_113_29011_2004_3,212X
536,55_113_29013_2002_4,212X
537,55_113_29025_2003_4,212X
538,55_115_20007_2004_1,212T
539,55_115_20012_2004_4,212T
540,55_115_20018_2004_4,212Z
541,55_115_20027_2001_4,212Z
542,55_115_20033_2003_2,212T
543,55_115_20034_2000_2,212T
544,55_115_20037_2004_2,212T
545,55_115_20038_2003_4,212T
546,55_115_20045_2002_4,212T
547,55_115_20046_2003_4,212T
548,55_115_20077_2003_1,212T
549,55_115_20096_2004_1,212T
550,55_115_20101_2002_4,212T
551,55_115_20105_2003_4,212T
552,55_115_20156_2001_1,212T
553,55_115_20157_2004_4,212T
554,55_115_20167_2001_2,212T
555,55_115_20173_2003_1,212T
556,55_115_20176_2002_1,212T
557,55_115_20183_2004_1,212T
558,55_115_20186_2003_1,212Z
559,55_115_20219_2003_1,212T
560,55_115_20220_2001_2,212T
561,55_115_20225_2002_4,212T
562,55_115_20235_2002_1,212T
563,55_115_20236_2000_2,212T
564,55_115_20266_2004_1,212T
565,55_115_20269_2001_4,212T
566,55_115_20292_2003_1,212T
567,55_115_20293_2000_2,212T
568,55_115_20299_2002_1,212T
569,55_115_20303_2002_2,212T
570,55_115_20314_2002_1,212T
571,55_115_20316_2000_2,212T
572,55_115_20324_2002_2,212T
573,55_115_20332_2002_2,212T
574,55_115_20339_2000_4,212Z
575,55_115_20342_2003_2,212Z
576,55_115_20343_2003_4,212T
577,55_115_20344_2002_2,212T
578,55_115_20351_2000_2,212T
579,55_115_20352_2000_2,212T
580,55_115_20353_2000_3,212T
581,55_115_20354_2000_2,212T
582,55_115_20357_2000_3,212T
583,55_115_20358_2000_4,212T
584,55_115_20360_2001_3,212T
585,55_115_20365_2001_2,212Z
586,55_115_20367_2001_1,212T
587,55_115_20368_2001_1,212T
588,55_115_20395_2002_4,212T
589,55_115_20399_2002_4,212T
590,55_115_20401_2002_2,212T
591,55_115_20404_2002_2,212T
592,55_115_20407_2003_2,212T
593,55_115_20410_2003_1,212T
594,55_115_20413_2003_1,212T
595,55_115_20414_2003_2,212T
596,55_115_20420_2003_2,212Z
597,55_115_20438_2004_3,212T
598,55_115_20439_2004_1,212T
599,55_115_20442_2004_2,212T
600,55_115_20445_2004_3,212T
601,55_115_20448_2004_3,212T
602,55_115_20450_2004_3,212T
603,55_115_20451_2004_4,212T
604,55_117_20020_2003_1,222K
605,55_117_20025_2002_4,212Z
606,55_117_20026_2003_2,222K
607,55_117_20035_2003_3,222K
608,55_117_20039_2004_4,222K
609,55_117_20041_2001_1,212Z
610,55_117_20047_2004_4,222K
611,55_117_20058_2001_3,222K
612,55_117_20072_2002_1,222K
613,55_117_20141_2002_2,222K
614,55_117_20186_2000_4,212Z
615,55_117_20277_2003_3,222K
616,55_117_20301_2000_1,222K
617,55_117_20307_2001_3,222K
618,55_117_20330_2003_3,222K
619,55_117_20334_2003_3,222K
620,55_117_20348_2004_3,222K
621,55_117_20351_2004_2,222K
622,55_119_20007_2003_2,212X
623,55_119_20013_2001_2,212X
624,55_119_20014_2002_1,212X
625,55_119_20019_2000_3,212Q
626,55_119_20022_2001_2,212Q
627,55_119_20025_2004_4,212X
628,55_119_20034_2000_3,212X
629,55_119_20038_2004_1,212Q
630,55_119_20039_2002_4,212X
631,55_119_20040_2003_1,212X
632,55_119_20042_2000_1,212X
633,55_119_20045_2002_4,212X
634,55_119_20053_2000_1,212X
635,55_119_20054_2003_2,212X
636,55_119_20057_2004_2,212X
637,55_119_20066_2000_1,212X
638,55_119_20075_2000_1,212Q
639,55_119_20087_2001_1,212Q
640,55_119_20089_2003_1,212X
641,55_119_20092_2000_2,212Q
642,55_119_20096_2004_3,212X
643,55_119_20106_2001_1,212X
644,55_119_20114_2001_1,212X
645,55_119_20128_2004_2,212X
646,55_119_20139_2003_2,212X
647,55_119_20146_2001_1,212Q
648,55_119_20148_2000_3,212X
649,55_119_20157_2003_3,212X
650,55_119_20159_2000_3,212Q
651,55_119_20164_2002_1,212X
652,55_119_20169_2002_4,212X
653,55_119_20171_2002_2,212X
654,55_119_20176_2000_3,212X
655,55_119_20177_2003_4,212X
656,55_119_20178_2000_3,212X
657,55_119_20180_2004_2,212Q
658,55_119_20184_2001_4,212Q
659,55_119_20185_2002_1,212X
660,55_119_20199_2004_3,212X
661,55_119_20202_2000_4,212X
662,55_119_20207_2003_3,212X
663,55_119_20216_2003_1,212X
664,55_119_20231_2004_4,212X
665,55_119_20238_2004_3,212X
666,55_119_20249_2000_3,212X
667,55_119_20254_2001_2,212X
668,55_119_20255_2002_4,212Q
669,55_119_20263_2004_3,212X
670,55_119_20267_2002_4,212Q
671,55_119_20270_2002_4,212X
672,55_119_20272_2002_3,212Q
673,55_119_20281_2004_4,212Q
674,55_119_20286_2000_3,212X
675,55_119_20291_2001_4,212X
676,55_119_20311_2002_1,212Q
677,55_119_20313_2000_3,212X
678,55_119_20317_2003_2,212X
679,55_119_20322_2001_4,212Q
680,55_119_20325_2001_1,212X
681,55_119_20326_2000_4,212X
682,55_119_20328_2003_4,212X
683,55_119_20332_2002_2,212X
684,55_119_20347_2000_2,212X
685,55_119_20351_2002_1,212Q
686,55_119_20353_2004_2,212Q
687,55_119_20355_2002_4,212X
688,55_119_20370_2003_4,212X
689,55_119_20371_2003_3,212X
690,55_119_20374_2004_1,212X
691,55_119_20375_2000_4,212Q
692,55_119_20379_2000_3,212X
693,55_119_20380_2000_4,212X
694,55_119_20382_2000_4,212X
695,55_119_20383_2000_2,212Q
696,55_119_20384_2000_2,212X
697,55_119_20387_2000_1,212X
698,55_119_20390_2001_1,212X
699,55_119_20391_2001_3,212X
700,55_119_20396_2001_3,212X
701,55_119_20397_2001_2,212X
702,55_119_20415_2002_4,212X
703,55_119_20419_2002_1,212X
704,55_119_20421_2002_1,212Q
705,55_119_20425_2002_4,212Q
706,55_119_20426_2002_1,212X
707,55_119_20428_2002_2,212Q
708,55_119_20429_2002_3,212X
709,55_119_20431_2003_2,212X
710,55_119_20434_2003_3,212X
711,55_119_20435_2003_3,212X
712,55_119_20436_2003_2,212X
713,55_119_20437_2003_4,212Q
714,55_119_20441_2003_4,212X
715,55_119_20461_2004_2,212X
716,55_119_20463_2004_1,212X
717,55_119_20465_2004_4,212Q
718,55_119_20468_2004_4,212X
719,55_119_20469_2004_2,212X
720,55_119_29001_2004_4,212X
721,55_119_29008_2001_3,212X
722,55_119_29013_2003_1,212Q
723,55_119_29016_2003_1,212X
724,55_119_29017_2002_1,212X
725,55_119_29022_2002_2,212X
726,55_121_20014_2004_2,222L
727,55_121_20018_2004_3,222L
728,55_121_20046_2001_2,222L
729,55_121_20050_2004_1,222L
730,55_121_20052_2001_4,222L
731,55_121_20063_2001_2,222L
732,55_121_20076_2004_3,222L
733,55_121_20079_2004_4,222L
734,55_121_20090_2001_2,222L
735,55_121_20091_2001_2,222L
736,55_121_20106_2003_3,222L
737,55_121_20129_2002_2,222L
738,55_121_20140_2000_3,222L
739,55_121_20184_2003_3,222L
740,55_121_20201_2000_2,222L
741,55_121_20224_2004_1,222L
742,55_121_20226_2003_1,222L
743,55_121_20239_2000_4,222L
744,55_121_20245_2004_4,222L
745,55_121_20247_2001_2,222L
746,55_121_20269_2000_4,222L
747,55_121_20277_2000_3,222L
748,55_121_20280_2000_4,222L
749,55_121_20286_2000_1,222L
750,55_121_20290_2001_3,222L
751,55_121_20293_2001_3,222L
752,55_121_20296_2001_3,222L
753,55_121_20320_2002_1,222L
754,55_121_20323_2002_1,222L
755,55_121_20327_2003_2,222L
756,55_121_20336_2003_2,222L
757,55_121_20347_2004_3,222L
758,55_121_20360_2004_1,222L
759,55_123_20003_2004_3,222L
760,55_123_20028_2003_1,222L
761,55_123_20030_2000_2,222L
762,55_123_20031_2001_3,222L
763,55_123_20062_2001_2,222L
764,55_123_20073_2004_2,222L
765,55_123_20084_2000_1,222L
766,55_123_20088_2001_1,222L
767,55_123_20091_2003_2,222L
768,55_123_20092_2000_3,222L
769,55_123_20100_2002_3,222L
770,55_123_20101_2000_1,222L
771,55_123_20110_2003_4,222L
772,55_123_20137_2001_2,222L
773,55_123_20138_2002_2,222L
774,55_123_20148_2004_4,222L
775,55_123_20149_2002_2,222L
776,55_123_20151_2002_3,222L
777,55_123_20161_2001_1,222L
778,55_123_20162_2003_4,222L
779,55_123_20182_2002_4,222L
780,55_123_20185_2000_3,222L
781,55_123_20194_2004_3,222L
782,55_123_20196_2004_1,222L
783,55_123_20202_2001_4,222L
784,55_123_20204_2002_3,222L
785,55_123_20209_2001_4,222L
786,55_123_20212_2001_3,222L
787,55_123_20220_2004_2,222L
788,55_123_20228_2002_3,222L
789,55_123_20230_2004_2,222L
790,55_123_20231_2002_2,222L
791,55_123_20233_2003_3,222L
792,55_123_20236_2002_1,222L
793,55_123_20238_2004_4,222L
794,55_123_20240_2001_3,222L
795,55_123_20261_2002_2,222L
796,55_123_20266_2004_3,222L
797,55_123_20277_2004_2,222L
798,55_123_20286_2001_2,222L
799,55_123_20289_2002_1,222L
800,55_123_20311_2000_2,222L
801,55_123_20316_2001_3,222L
802,55_123_20320_2001_2,222L
803,55_123_20324_2001_2,222L
804,55_123_20343_2002_2,222L
805,55_123_20344_2002_1,222L
806,55_123_20348_2002_1,222L
807,55_123_20350_2002_2,222L
808,55_123_20354_2003_4,222L
809,55_123_20356_2003_1,222L
810,55_123_20357_2003_1,222L
811,55_123_20358_2003_1,222L
812,55_123_20361_2003_2,222L
813,55_123_20382_2004_1,222L
814,55_123_20387_2004_1,222L
815,55_123_20388_2004_4,222L
816,55_123_20389_2004_2,222L
817,55_123_20391_2004_2,222L
818,55_125_20003_2000_4,212X
