MAPVALUE,PLT_KEY
996,55_125_20372_2001_3
997,55_125_20374_2003_3
998,55_125_20375_2003_3
999,55_125_20377_2003_1
1000,55_125_20378_2003_4
1001,55_125_20379_2000_2
1002,55_125_20380_2003_2
1003,55_125_20382_2003_1
1004,55_125_20383_2002_1
1005,55_125_20384_2001_4
1006,55_125_20385_2003_1
1007,55_125_20386_2001_3
1008,55_125_20387_2002_3
1009,55_125_20389_2004_1
1010,55_125_20390_2000_1
1011,55_125_20392_2000_3
1012,55_125_20393_2000_2
1013,55_125_20394_2000_1
1014,55_125_20395_2000_4
1015,55_125_20396_2000_4
1016,55_125_20398_2000_3
1017,55_125_20399_2000_3
1018,55_125_20400_2000_4
1019,55_125_20402_2000_2
1020,55_125_20404_2000_2
1021,55_125_20407_2001_2
1022,55_125_20408_2001_2
1023,55_125_20409_2001_2
1024,55_125_20410_2001_4
1025,55_125_20412_2001_4
1026,55_125_20414_2001_1
1027,55_125_20415_2001_2
1028,55_125_20417_2001_3
1029,55_125_20418_2001_4
1030,55_125_20420_2001_3
1031,55_125_20422_2001_1
1032,55_125_20437_2001_2
1033,55_125_20439_2001_1
1034,55_125_20440_2002_1
1035,55_125_20441_2002_2
1036,55_125_20442_2002_1
1037,55_125_20443_2002_1
1038,55_125_20444_2002_2
1039,55_125_20445_2002_3
1040,55_125_20446_2002_2
1041,55_125_20447_2002_2
1042,55_125_20450_2002_1
1043,55_125_20452_2002_1
1044,55_125_20453_2002_3
1045,55_125_20456_2003_2
1046,55_125_20457_2003_2
1047,55_125_20459_2003_2
1048,55_125_20461_2003_1
1049,55_125_20462_2003_4
1050,55_125_20464_2003_2
1051,55_125_20465_2003_3
1052,55_125_20466_2003_2
1053,55_125_20467_2003_3
1054,55_125_20468_2003_3
1055,55_125_20469_2003_4
1056,55_125_20485_2003_1
1057,55_125_20487_2004_3
1058,55_125_20488_2004_4
1059,55_125_20489_2004_4
1060,55_125_20491_2004_4
1061,55_125_20492_2004_4
1062,55_125_20493_2004_2
1063,55_125_20495_2004_3
1064,55_125_20497_2004_3
1065,55_125_20498_2004_2
1066,55_125_20499_2004_1
1067,55_125_20501_2004_2
1068,55_125_20502_2004_3
1069,55_125_20503_2004_1
1070,55_125_20504_2004_4
1071,55_125_20505_2004_2
1072,55_125_29001_2000_4
1073,55_125_29005_2002_1
1074,55_125_29006_2004_2
1075,55_125_29007_2004_2
1076,55_125_29012_2000_2
1077,55_125_29013_2001_3
1078,55_125_29015_2002_1
1079,55_125_29018_2001_1
1080,55_125_29019_2002_3
1081,55_125_29020_2004_4
1082,55_127_20104_2000_1
1083,55_127_20141_2001_3
1084,55_127_20144_2002_4
1085,55_127_20187_2000_4
1086,55_127_20205_2004_3
1087,55_127_20212_2004_3
1088,55_127_20215_2000_4
1089,55_127_20216_2004_3
1090,55_127_20223_2000_1
1091,55_127_20230_2001_4
1092,55_127_20251_2001_2
1093,55_127_20266_2003_2
1094,55_127_20292_2004_1
1095,55_129_20002_2001_1
1096,55_129_20004_2004_3
1097,55_129_20005_2004_1
1098,55_129_20006_2002_4
1099,55_129_20016_2003_1
1100,55_129_20028_2000_3
1101,55_129_20031_2003_3
1102,55_129_20041_2003_2
1103,55_129_20045_2002_3
1104,55_129_20049_2001_1
1105,55_129_20050_2004_4
1106,55_129_20058_2000_2
1107,55_129_20060_2001_1
1108,55_129_20070_2003_3
1109,55_129_20073_2001_1
1110,55_129_20074_2004_4
1111,55_129_20078_2000_4
1112,55_129_20091_2002_2
1113,55_129_20096_2001_3
1114,55_129_20099_2003_1
1115,55_129_20103_2000_2
1116,55_129_20116_2004_4
1117,55_129_20126_2002_4
1118,55_129_20128_2004_4
1119,55_129_20133_2000_3
1120,55_129_20139_2004_1
1121,55_129_20144_2000_3
1122,55_129_20145_2002_3
1123,55_129_20153_2004_4
1124,55_129_20157_2004_1
1125,55_129_20182_2002_2
1126,55_129_20183_2004_3
1127,55_129_20191_2004_2
1128,55_129_20205_2000_2
1129,55_129_20207_2003_2
1130,55_129_20220_2003_2
1131,55_129_20221_2004_1
1132,55_129_20224_2001_1
1133,55_129_20226_2000_4
1134,55_129_20227_2001_3
1135,55_129_20228_2001_2
1136,55_129_20238_2000_2
1137,55_129_20255_2002_3
1138,55_129_20264_2001_3
1139,55_129_20268_2002_3
1140,55_129_20281_2004_4
1141,55_129_20283_2003_2
1142,55_129_20284_2003_1
1143,55_129_20287_2004_1
1144,55_129_20294_2000_4
1145,55_129_20297_2004_4
1146,55_129_20298_2002_4
1147,55_129_20306_2002_4
1148,55_129_20310_2001_1
1149,55_129_20314_2000_3
1150,55_129_20325_2002_1
1151,55_129_20326_2002_3
1152,55_129_20329_2001_1
1153,55_129_20330_2004_3
1154,55_129_20334_2003_2
1155,55_129_20339_2003_2
1156,55_129_20341_2002_4
1157,55_129_20346_2002_2
1158,55_129_20348_2002_2
1159,55_129_20351_2003_1
1160,55_129_20354_2000_3
1161,55_129_20357_2000_3
1162,55_129_20358_2000_3
1163,55_129_20360_2000_3
1164,55_129_20362_2000_1
1165,55_129_20363_2000_2
1166,55_129_20365_2000_3
1167,55_129_20370_2001_4
1168,55_129_20372_2001_4
1169,55_129_20373_2001_1
1170,55_129_20377_2001_1
1171,55_129_20378_2001_1
1172,55_129_20379_2001_2
1173,55_129_20380_2001_1
1174,55_129_20381_2001_3
1175,55_129_20383_2001_2
1176,55_129_20384_2001_2
1177,55_129_20398_2002_3
1178,55_129_20399_2002_4
1179,55_129_20401_2002_4
1180,55_129_20402_2002_2
1181,55_129_20403_2002_3
1182,55_129_20404_2002_1
1183,55_129_20405_2002_3
1184,55_129_20406_2002_3
1185,55_129_20407_2002_4
1186,55_129_20408_2002_3
1187,55_129_20409_2002_2
1188,55_129_20410_2002_1
1189,55_129_20411_2002_3
1190,55_129_20412_2002_2
1191,55_129_20413_2003_4
1192,55_129_20414_2003_1
1193,55_129_20415_2003_4
1194,55_129_20416_2003_2
1195,55_129_20417_2003_1
1196,55_129_20419_2003_3
1197,55_129_20420_2003_4
1198,55_129_20421_2003_4
1199,55_129_20424_2003_4
1200,55_129_20426_2003_1
1201,55_129_20427_2003_3
1202,55_129_20428_2003_1
1203,55_129_20442_2004_4
1204,55_129_20444_2004_1
1205,55_129_20446_2004_1
1206,55_129_20447_2004_4
1207,55_129_20450_2004_1
1208,55_129_20451_2004_4
1209,55_129_20452_2004_2
1210,55_129_20453_2004_4
1211,55_129_20465_2003_3
1212,55_13_10486_2006_2
1213,55_13_20003_2002_2
1214,55_13_20009_2001_1
1215,55_13_20016_2002_2
1216,55_13_20019_2004_3
1217,55_13_20024_2000_2
1218,55_13_20030_2003_2
1219,55_13_20034_2003_3
1220,55_13_20039_2002_3
1221,55_13_20040_2000_1
1222,55_13_20045_2003_1
1223,55_13_20051_2001_3
1224,55_13_20056_2001_3
1225,55_13_20062_2000_1
1226,55_13_20075_2001_2
1227,55_13_20078_2000_1
1228,55_13_20081_2003_4
1229,55_13_20084_2004_4
1230,55_13_20090_2001_1
1231,55_13_20093_2002_4
1232,55_13_20094_2003_1
1233,55_13_20117_2003_3
1234,55_13_20120_2003_1
1235,55_13_20124_2004_3
1236,55_13_20131_2003_2
1237,55_13_20140_2001_2
1238,55_13_20141_2002_1
1239,55_13_20145_2002_3
1240,55_13_20152_2001_3
1241,55_13_20153_2002_4
1242,55_13_20163_2003_1
1243,55_13_20168_2001_1
1244,55_13_20171_2004_3
1245,55_13_20173_2001_3
1246,55_13_20199_2002_4
1247,55_13_20201_2000_2
1248,55_13_20209_2002_4
1249,55_13_20219_2004_2
1250,55_13_20224_2001_3
1251,55_13_20228_2004_1
1252,55_13_20236_2003_3
1253,55_13_20239_2000_4
1254,55_13_20243_2002_2
1255,55_13_20246_2003_1
1256,55_13_20247_2004_2
1257,55_13_20261_2003_1
1258,55_13_20263_2002_3
1259,55_13_20271_2003_1
1260,55_13_20272_2000_2
1261,55_13_20273_2003_1
1262,55_13_20282_2003_2
1263,55_13_20283_2001_2
1264,55_13_20286_2001_3
1265,55_13_20299_2003_1
1266,55_13_20301_2004_4
1267,55_13_20327_2004_4
1268,55_13_20334_2001_1
1269,55_13_20335_2004_3
1270,55_13_20337_2000_2
1271,55_13_20344_2002_4
1272,55_13_20349_2004_2
1273,55_13_20350_2000_4
1274,55_13_20368_2003_3
1275,55_13_20369_2000_2
1276,55_13_20371_2001_4
1277,55_13_20372_2000_4
1278,55_13_20376_2000_4
1279,55_13_20379_2000_1
1280,55_13_20382_2000_1
1281,55_13_20383_2000_3
1282,55_13_20384_2000_3
1283,55_13_20387_2000_4
1284,55_13_20390_2001_3
1285,55_13_20392_2001_2
1286,55_13_20393_2001_1
1287,55_13_20394_2001_2
1288,55_13_20395_2001_4
1289,55_13_20397_2001_4
1290,55_13_20399_2001_3
1291,55_13_20400_2001_4
1292,55_13_20401_2001_2
1293,55_13_20402_2001_4
1294,55_13_20420_2002_4
1295,55_13_20422_2002_2
1296,55_13_20423_2002_1
1297,55_13_20424_2002_4
1298,55_13_20425_2002_2
1299,55_13_20426_2002_3
1300,55_13_20427_2002_1
1301,55_13_20429_2002_4
1302,55_13_20434_2002_1
1303,55_13_20436_2003_1
1304,55_13_20437_2003_2
1305,55_13_20442_2003_2
1306,55_13_20443_2003_2
1307,55_13_20444_2003_4
1308,55_13_20445_2003_1
1309,55_13_20457_2004_3
1310,55_13_20458_2004_4
1311,55_13_20462_2004_3
1312,55_13_20463_2004_2
1313,55_13_20464_2004_2
1314,55_13_20466_2004_1
1315,55_13_20468_2004_2
1316,55_13_20469_2004_1
1317,55_13_20471_2004_3
1318,55_131_20002_2001_4
1319,55_131_20020_2002_4
1320,55_131_20026_2002_4
1321,55_131_20028_2001_3
1322,55_131_20062_2004_2
1323,55_131_20064_2002_1
1324,55_131_20117_2003_2
1325,55_131_20122_2004_1
1326,55_131_20131_2000_4
1327,55_131_20135_2000_2
1328,55_131_20201_2003_3
1329,55_131_20208_2000_4
1330,55_131_20221_2001_2
1331,55_131_20246_2003_4
1332,55_131_20258_2004_1
1333,55_133_20009_2004_3
1334,55_133_20020_2000_3
1335,55_133_20022_2004_2
1336,55_133_20056_2003_2
1337,55_133_20077_2001_4
1338,55_133_20152_2002_3
1339,55_133_20174_2004_1
1340,55_133_20176_2002_1
1341,55_133_20179_2003_2
1342,55_133_20205_2004_1
1343,55_133_20207_2002_1
1344,55_133_20214_2000_2
1345,55_133_20215_2000_2
1346,55_133_20230_2001_2
1347,55_133_20243_2002_2
1348,55_133_20245_2002_4
1349,55_133_20246_2002_4
1350,55_133_20267_2003_2
1351,55_133_20272_2004_2
1352,55_135_20015_2000_1
1353,55_135_20018_2000_4
1354,55_135_20025_2002_2
1355,55_135_20035_2004_1
1356,55_135_20058_2003_3
1357,55_135_20077_2000_1
1358,55_135_20085_2002_4
1359,55_135_20086_2000_3
1360,55_135_20088_2003_2
1361,55_135_20091_2004_3
1362,55_135_20093_2004_2
1363,55_135_20099_2003_2
1364,55_135_20135_2002_2
1365,55_135_20143_2002_1
1366,55_135_20145_2004_4
1367,55_135_20147_2000_3
1368,55_135_20165_2002_3
1369,55_135_20167_2003_1
1370,55_135_20174_2001_2
1371,55_135_20182_2000_1
1372,55_135_20183_2002_2
1373,55_135_20185_2004_3
1374,55_135_20186_2003_3
1375,55_135_20205_2002_1
1376,55_135_20215_2004_1
1377,55_135_20220_2000_3
1378,55_135_20229_2001_4
1379,55_135_20248_2004_4
1380,55_135_20258_2002_2
1381,55_135_20269_2003_3
1382,55_135_20285_2004_4
1383,55_135_20293_2000_3
1384,55_135_20297_2001_1
1385,55_135_20301_2003_3
1386,55_135_20302_2000_2
1387,55_135_20304_2000_3
1388,55_135_20311_2000_1
1389,55_135_20313_2000_2
1390,55_135_20314_2000_4
1391,55_135_20316_2001_3
1392,55_135_20317_2001_1
1393,55_135_20318_2001_3
1394,55_135_20320_2001_3
1395,55_135_20321_2001_2
1396,55_135_20322_2001_2
1397,55_135_20323_2001_1
1398,55_135_20324_2001_3
1399,55_135_20326_2001_4
1400,55_135_20340_2002_4
1401,55_135_20345_2002_3
1402,55_135_20346_2002_1
1403,55_135_20350_2002_3
1404,55_135_20354_2003_4
1405,55_135_20355_2003_4
1406,55_135_20360_2003_1
1407,55_135_20361_2003_2
1408,55_135_20363_2003_1
1409,55_135_20382_2004_4
1410,55_135_20390_2004_2
1411,55_137_10338_2004_1
1412,55_137_20033_2002_4
1413,55_137_20045_2002_3
1414,55_137_20051_2000_3
1415,55_137_20053_2000_4
1416,55_137_20060_2001_4
1417,55_137_20071_2004_4
1418,55_137_20080_2002_4
1419,55_137_20088_2002_1
1420,55_137_20091_2001_1
1421,55_137_20092_2003_3
1422,55_137_20109_2000_1
1423,55_137_20118_2002_4
1424,55_137_20120_2001_2
1425,55_137_20124_2000_2
1426,55_137_20131_2003_1
1427,55_137_20138_2002_4
1428,55_137_20139_2004_4
1429,55_137_20147_2002_1
1430,55_137_20161_2001_3
1431,55_137_20165_2003_3
1432,55_137_20171_2001_2
1433,55_137_20183_2002_4
1434,55_137_20186_2002_4
1435,55_137_20205_2002_3
1436,55_137_20208_2000_2
1437,55_137_20219_2001_4
1438,55_137_20220_2004_3
1439,55_137_20222_2003_1
1440,55_137_20244_2000_4
1441,55_137_20249_2000_3
1442,55_137_20255_2000_2
1443,55_137_20259_2003_3
1444,55_137_20261_2000_2
1445,55_137_20265_2000_3
1446,55_137_20267_2000_4
1447,55_137_20289_2001_3
1448,55_137_20290_2002_2
1449,55_137_20292_2002_2
1450,55_137_20293_2002_3
1451,55_137_20294_2002_4
1452,55_137_20297_2002_1
1453,55_137_20298_2003_4
1454,55_137_20305_2003_3
1455,55_137_20307_2003_4
1456,55_137_20326_2004_4
1457,55_139_20013_2004_2
1458,55_139_20167_2003_4
1459,55_139_20220_2000_2
1460,55_139_20248_2002_2
1461,55_139_20260_2003_2
1462,55_139_20281_2004_3
1463,55_139_20282_2004_2
1464,55_141_20044_2000_4
1465,55_141_20050_2002_4
1466,55_141_20052_2000_4
1467,55_141_20053_2000_4
1468,55_141_20057_2001_3
1469,55_141_20078_2002_4
1470,55_141_20081_2003_3
1471,55_141_20084_2000_3
1472,55_141_20086_2001_4
1473,55_141_20090_2004_3
1474,55_141_20098_2002_4
1475,55_141_20099_2000_4
1476,55_141_20101_2002_1
1477,55_141_20120_2002_2
1478,55_141_20124_2004_4
1479,55_141_20127_2001_2
1480,55_141_20130_2000_3
1481,55_141_20143_2004_2
1482,55_141_20151_2001_2
1483,55_141_20173_2001_3
1484,55_141_20179_2001_3
1485,55_141_20193_2002_2
1486,55_141_20196_2002_1
1487,55_141_20201_2004_2
1488,55_141_20205_2002_4
1489,55_141_20211_2001_1
1490,55_141_20219_2000_2
1491,55_141_20222_2000_1
1492,55_141_20230_2004_4
1493,55_141_20240_2000_1
1494,55_141_20241_2001_1
1495,55_141_20242_2002_2
1496,55_141_20252_2000_3
1497,55_141_20263_2004_2
1498,55_141_20271_2003_1
1499,55_141_20279_2000_3
1500,55_141_20283_2002_1
1501,55_141_20303_2003_2
1502,55_141_20309_2004_3
1503,55_141_20313_2004_2
1504,55_141_20319_2003_2
1505,55_141_20321_2002_3
1506,55_141_20323_2003_3
1507,55_141_20329_2000_2
1508,55_141_20343_2001_1
1509,55_141_20344_2001_2
1510,55_141_20345_2001_2
1511,55_141_20369_2002_1
1512,55_141_20380_2003_4
1513,55_141_20381_2003_2
1514,55_141_20382_2003_3
1515,55_141_20384_2003_4
1516,55_141_20402_2004_4
1517,55_141_20403_2004_4
1518,55_141_20404_2004_4
1519,55_141_20405_2004_2
1520,55_141_20406_2004_3
1521,55_15_20007_2001_1
1522,55_15_20019_2004_4
1523,55_15_20060_2003_1
1524,55_15_20098_2004_1
1525,55_15_20228_2001_2
1526,55_15_20239_2003_1
1527,55_15_20243_2003_4
1528,55_17_20003_2004_1
1529,55_17_20016_2003_2
1530,55_17_20019_2001_4
1531,55_17_20024_2001_1
1532,55_17_20025_2004_2
1533,55_17_20061_2002_1
1534,55_17_20064_2002_3
1535,55_17_20074_2003_2
1536,55_17_20090_2003_4
1537,55_17_20095_2000_1
1538,55_17_20106_2001_2
1539,55_17_20107_2001_2
1540,55_17_20129_2000_3
1541,55_17_20137_2001_4
1542,55_17_20142_2004_4
1543,55_17_20146_2000_2
1544,55_17_20159_2000_2
1545,55_17_20161_2002_3
1546,55_17_20165_2004_1
1547,55_17_20187_2001_2
1548,55_17_20195_2000_2
1549,55_17_20226_2000_2
1550,55_17_20240_2001_4
1551,55_17_20243_2002_4
1552,55_17_20244_2000_3
1553,55_17_20273_2004_4
1554,55_17_20285_2001_4
1555,55_17_20287_2003_4
1556,55_17_20288_2001_1
1557,55_17_20294_2003_1
1558,55_17_20297_2001_4
1559,55_17_20298_2001_4
1560,55_17_20305_2004_4
1561,55_17_20308_2002_1
1562,55_17_20329_2001_2
1563,55_17_20344_2000_3
1564,55_17_20346_2002_4
1565,55_17_20391_2004_4
1566,55_17_20406_2004_2
1567,55_17_20408_2001_1
1568,55_17_20415_2002_2
1569,55_17_20418_2000_4
1570,55_17_20421_2000_1
1571,55_17_20430_2000_2
1572,55_17_20433_2000_1
1573,55_17_20441_2001_3
1574,55_17_20445_2001_3
1575,55_17_20446_2001_3
1576,55_17_20450_2001_4
1577,55_17_20453_2001_2
1578,55_17_20471_2002_1
1579,55_17_20473_2002_2
1580,55_17_20474_2002_1
1581,55_17_20475_2002_2
1582,55_17_20478_2002_4
1583,55_17_20479_2002_4
1584,55_17_20491_2003_3
1585,55_17_20492_2003_2
1586,55_17_20493_2003_1
1587,55_17_20496_2003_1
1588,55_17_20498_2003_1
1589,55_17_20500_2003_2
1590,55_17_20502_2003_2
1591,55_17_20517_2004_4
1592,55_17_20519_2004_4
1593,55_17_20520_2004_2
1594,55_17_20522_2004_1
1595,55_17_20523_2004_2
1596,55_17_20525_2004_4
1597,55_17_20532_2004_3
1598,55_17_20533_2004_4
1599,55_19_20007_2002_1
1600,55_19_20021_2004_2
1601,55_19_20044_2002_4
1602,55_19_20045_2002_2
1603,55_19_20060_2003_3
1604,55_19_20085_2000_3
1605,55_19_20099_2004_2
1606,55_19_20110_2002_4
1607,55_19_20111_2000_4
1608,55_19_20116_2003_2
1609,55_19_20119_2000_1
1610,55_19_20121_2000_2
1611,55_19_20128_2000_2
1612,55_19_20138_2004_1
1613,55_19_20140_2003_2
1614,55_19_20162_2000_3
1615,55_19_20175_2004_2
1616,55_19_20176_2001_4
1617,55_19_20184_2001_4
1618,55_19_20194_2004_2
1619,55_19_20211_2000_1
1620,55_19_20218_2001_2
1621,55_19_20219_2004_3
1622,55_19_20222_2003_3
1623,55_19_20232_2001_4
1624,55_19_20244_2002_2
1625,55_19_20257_2000_1
1626,55_19_20270_2002_4
1627,55_19_20272_2003_2
1628,55_19_20290_2002_2
1629,55_19_20291_2002_2
1630,55_19_20296_2002_2
1631,55_19_20311_2000_2
1632,55_19_20320_2000_1
1633,55_19_20328_2001_2
1634,55_19_20333_2001_2
1635,55_19_20358_2000_2
1636,55_19_20366_2003_3
1637,55_19_20372_2000_1
1638,55_19_20373_2000_4
1639,55_19_20379_2001_1
1640,55_19_20380_2004_2
1641,55_19_20382_2002_4
1642,55_19_20383_2004_4
1643,55_19_20389_2001_1
1644,55_19_20398_2004_1
1645,55_19_20404_2003_2
1646,55_19_20410_2000_4
1647,55_19_20411_2004_2
1648,55_19_20417_2001_3
1649,55_19_20420_2003_4
1650,55_19_20428_2000_2
1651,55_19_20431_2003_1
1652,55_19_20435_2003_1
1653,55_19_20436_2002_4
1654,55_19_20442_2001_2
1655,55_19_20462_2001_4
1656,55_19_20464_2000_4
1657,55_19_20478_2004_1
1658,55_19_20479_2001_2
1659,55_19_20481_2000_1
1660,55_19_20485_2000_3
1661,55_19_20489_2003_3
1662,55_19_20490_2004_3
1663,55_19_20492_2002_2
1664,55_19_20493_2000_4
1665,55_19_20497_2000_2
1666,55_19_20498_2000_4
1667,55_19_20502_2000_4
1668,55_19_20505_2000_3
1669,55_19_20507_2000_1
1670,55_19_20511_2001_2
1671,55_19_20512_2001_1
1672,55_19_20515_2001_4
1673,55_19_20519_2001_2
1674,55_19_20546_2002_1
1675,55_19_20550_2002_4
1676,55_19_20551_2002_1
1677,55_19_20554_2002_4
1678,55_19_20557_2002_2
1679,55_19_20559_2002_2
1680,55_19_20560_2003_3
1681,55_19_20567_2003_1
1682,55_19_20571_2003_2
1683,55_19_20591_2004_4
1684,55_19_20592_2004_3
1685,55_19_20595_2004_2
1686,55_19_20596_2004_3
1687,55_19_20597_2004_1
1688,55_21_20015_2001_1
1689,55_21_20020_2001_3
1690,55_21_20051_2000_3
1691,55_21_20060_2003_4
1692,55_21_20100_2003_1
1693,55_21_20101_2002_4
1694,55_21_20149_2004_1
1695,55_21_20163_2004_1
1696,55_21_20186_2004_1
1697,55_21_20187_2000_3
1698,55_21_20247_2000_4
1699,55_21_20253_2003_4
1700,55_21_20258_2003_2
1701,55_21_20264_2002_2
1702,55_21_20265_2003_2
1703,55_21_20269_2002_1
1704,55_21_20270_2004_1
1705,55_21_20271_2000_4
1706,55_21_20277_2000_3
1707,55_21_20301_2000_4
1708,55_21_20302_2000_1
1709,55_21_20308_2000_2
1710,55_21_20315_2001_3
1711,55_21_20318_2001_3
1712,55_21_20342_2002_1
1713,55_21_20343_2002_4
1714,55_21_20346_2002_1
1715,55_21_20352_2003_4
1716,55_21_20360_2003_1
1717,55_21_20361_2003_4
1718,55_21_20378_2004_3
1719,55_21_20382_2004_1
1720,55_21_20387_2004_1
1721,55_23_10295_2005_1
1722,55_23_20004_2003_1
1723,55_23_20005_2000_3
1724,55_23_20045_2003_4
1725,55_23_20047_2001_3
1726,55_23_20053_2001_1
1727,55_23_20057_2000_3
1728,55_23_20058_2000_2
1729,55_23_20059_2001_4
1730,55_23_20070_2002_1
1731,55_23_20072_2000_4
1732,55_23_20081_2002_2
1733,55_23_20086_2000_1
1734,55_23_20098_2004_2
1735,55_23_20121_2004_2
1736,55_23_20124_2001_3
1737,55_23_20131_2001_4
1738,55_23_20132_2004_3
1739,55_23_20146_2001_2
1740,55_23_20166_2004_4
1741,55_23_20168_2002_2
1742,55_23_20181_2001_4
1743,55_23_20186_2003_4
1744,55_23_20192_2002_4
1745,55_23_20211_2004_2
1746,55_23_20212_2001_4
1747,55_23_20213_2002_4
1748,55_23_20216_2002_3
1749,55_23_20218_2004_3
1750,55_23_20219_2000_1
1751,55_23_20222_2000_2
1752,55_23_20224_2000_1
1753,55_23_20229_2000_4
1754,55_23_20232_2001_4
1755,55_23_20234_2001_1
1756,55_23_20236_2001_3
1757,55_23_20239_2001_2
1758,55_23_20253_2002_2
1759,55_23_20255_2002_3
1760,55_23_20256_2002_3
1761,55_23_20260_2002_1
1762,55_23_20261_2002_1
1763,55_23_20263_2003_1
1764,55_23_20264_2003_2
1765,55_23_20266_2003_1
1766,55_23_20269_2003_3
1767,55_23_20278_2004_3
1768,55_23_20282_2004_1
1769,55_23_20283_2004_1
1770,55_25_20008_2001_3
1771,55_25_20009_2000_3
1772,55_25_20026_2002_4
1773,55_25_20042_2001_1
1774,55_25_20050_2004_4
1775,55_25_20106_2004_3
1776,55_25_20121_2000_3
1777,55_25_20140_2003_2
1778,55_25_20169_2000_1
1779,55_25_20170_2004_3
1780,55_25_20180_2004_4
1781,55_25_20226_2004_4
1782,55_25_20260_2001_3
1783,55_25_20289_2004_2
1784,55_25_20294_2002_1
1785,55_25_20354_2001_3
1786,55_25_20397_2004_4
1787,55_25_20450_2004_3
1788,55_25_20461_2002_4
1789,55_25_20484_2000_3
1790,55_25_20488_2000_2
1791,55_25_20491_2001_1
1792,55_25_20500_2001_3
1793,55_25_20502_2001_2
1794,55_25_20507_2001_3
1795,55_25_20532_2002_1
1796,55_25_20533_2002_1
1797,55_25_20540_2002_2
1798,55_25_20561_2003_3
1799,55_25_20564_2003_4
1800,55_25_20588_2003_2
1801,55_25_20597_2004_1
1802,55_25_20604_2004_4
1803,55_27_10469_2004_1
1804,55_27_20081_2001_3
1805,55_27_20084_2001_4
1806,55_27_20125_2000_3
1807,55_27_20143_2004_3
1808,55_27_20151_2003_3
1809,55_27_20199_2004_2
1810,55_27_20323_2001_1
1811,55_29_10522_2005_3
1812,55_29_20004_2004_2
1813,55_29_20015_2000_2
1814,55_29_20022_2002_3
1815,55_29_20029_2002_3
1816,55_29_20035_2001_1
1817,55_29_20046_2001_1
1818,55_29_20058_2002_3
1819,55_29_20083_2004_3
1820,55_29_20084_2000_2
1821,55_29_20087_2003_1
1822,55_29_20100_2004_3
1823,55_29_20104_2002_1
1824,55_29_20105_2003_1
1825,55_29_20113_2003_1
1826,55_29_20122_2000_1
1827,55_29_20130_2002_4
1828,55_29_20141_2002_3
1829,55_29_20145_2001_4
1830,55_29_20150_2002_4
1831,55_29_20156_2000_1
1832,55_29_20162_2001_1
1833,55_29_20170_2003_3
1834,55_29_20176_2003_1
1835,55_29_20306_2001_2
1836,55_29_20325_2002_3
1837,55_29_20347_2000_1
1838,55_29_20361_2003_3
1839,55_29_20431_2000_1
1840,55_29_20435_2000_3
1841,55_29_20437_2000_4
1842,55_29_20451_2000_4
1843,55_29_20453_2000_4
1844,55_29_20454_2000_3
1845,55_29_20459_2001_1
1846,55_29_20460_2001_4
1847,55_29_20465_2001_4
1848,55_29_20467_2001_1
1849,55_29_20477_2002_4
1850,55_29_20482_2002_1
1851,55_29_20483_2002_3
1852,55_29_20488_2003_4
1853,55_29_20511_2004_1
1854,55_29_20513_2004_4
1855,55_3_10662_2005_4
1856,55_3_20001_2003_4
1857,55_3_20002_2002_1
1858,55_3_20004_2003_4
1859,55_3_20005_2000_1
1860,55_3_20015_2003_3
1861,55_3_20016_2001_2
1862,55_3_20017_2002_2
1863,55_3_20018_2002_4
1864,55_3_20035_2002_3
1865,55_3_20041_2003_1
1866,55_3_20043_2001_1
1867,55_3_20048_2000_4
1868,55_3_20052_2003_2
1869,55_3_20054_2004_2
1870,55_3_20059_2000_3
1871,55_3_20062_2002_3
1872,55_3_20073_2000_2
1873,55_3_20074_2003_1
1874,55_3_20086_2004_2
1875,55_3_20094_2001_1
1876,55_3_20097_2004_4
1877,55_3_20102_2001_3
1878,55_3_20106_2000_2
1879,55_3_20111_2003_4
1880,55_3_20112_2001_4
1881,55_3_20113_2001_1
1882,55_3_20126_2001_1
1883,55_3_20131_2002_4
1884,55_3_20136_2004_4
1885,55_3_20138_2002_4
1886,55_3_20141_2003_1
1887,55_3_20142_2003_2
1888,55_3_20146_2000_4
1889,55_3_20155_2001_4
1890,55_3_20156_2004_2
1891,55_3_20157_2002_2
1892,55_3_20164_2003_1
1893,55_3_20165_2000_1
1894,55_3_20167_2004_3
1895,55_3_20169_2002_4
1896,55_3_20171_2001_2
1897,55_3_20172_2000_2
1898,55_3_20184_2004_3
1899,55_3_20189_2002_4
1900,55_3_20193_2000_3
1901,55_3_20194_2003_4
1902,55_3_20198_2003_3
1903,55_3_20202_2001_4
1904,55_3_20207_2004_3
1905,55_3_20208_2001_3
1906,55_3_20213_2004_2
1907,55_3_20214_2001_4
1908,55_3_20216_2001_3
1909,55_3_20217_2004_1
1910,55_3_20224_2001_1
1911,55_3_20225_2002_3
1912,55_3_20227_2000_3
1913,55_3_20235_2002_1
1914,55_3_20242_2004_3
1915,55_3_20246_2003_3
1916,55_3_20253_2004_4
1917,55_3_20256_2001_2
1918,55_3_20264_2001_4
1919,55_3_20268_2002_2
1920,55_3_20271_2003_2
1921,55_3_20274_2000_4
1922,55_3_20278_2002_3
1923,55_3_20287_2003_4
1924,55_3_20294_2002_3
1925,55_3_20296_2003_3
1926,55_3_20297_2004_2
1927,55_3_20305_2002_4
