MAPVALUE,PLT_KEY
1928,55_3_20307_2003_1
1929,55_3_20315_2001_1
1930,55_3_20319_2004_2
1931,55_3_20320_2000_3
1932,55_3_20327_2000_4
1933,55_3_20330_2003_3
1934,55_3_20331_2002_3
1935,55_3_20338_2000_3
1936,55_3_20345_2002_1
1937,55_3_20360_2004_1
1938,55_3_20365_2004_1
1939,55_3_20367_2003_3
1940,55_3_20384_2003_4
1941,55_3_20411_2001_1
1942,55_3_20440_2001_1
1943,55_3_20441_2000_4
1944,55_3_20442_2001_4
1945,55_3_20444_2004_4
1946,55_3_20445_2001_1
1947,55_3_20446_2000_3
1948,55_3_20447_2004_3
1949,55_3_20486_2003_1
1950,55_3_20487_2002_2
1951,55_3_20504_2003_1
1952,55_3_20507_2000_3
1953,55_3_20508_2000_2
1954,55_3_20509_2000_1
1955,55_3_20523_2000_1
1956,55_3_20525_2000_4
1957,55_3_20526_2000_1
1958,55_3_20527_2000_3
1959,55_3_20528_2000_1
1960,55_3_20529_2000_4
1961,55_3_20530_2000_2
1962,55_3_20531_2000_2
1963,55_3_20532_2000_2
1964,55_3_20539_2000_2
1965,55_3_20542_2000_2
1966,55_3_20544_2000_3
1967,55_3_20547_2000_3
1968,55_3_20550_2000_3
1969,55_3_20551_2001_3
1970,55_3_20553_2001_2
1971,55_3_20555_2001_2
1972,55_3_20556_2001_3
1973,55_3_20557_2001_4
1974,55_3_20558_2001_4
1975,55_3_20560_2001_4
1976,55_3_20561_2001_3
1977,55_3_20562_2001_3
1978,55_3_20563_2001_3
1979,55_3_20580_2002_2
1980,55_3_20584_2002_4
1981,55_3_20585_2002_3
1982,55_3_20586_2002_2
1983,55_3_20587_2002_2
1984,55_3_20588_2002_4
1985,55_3_20591_2002_4
1986,55_3_20592_2002_4
1987,55_3_20593_2002_1
1988,55_3_20594_2002_1
1989,55_3_20595_2002_2
1990,55_3_20596_2002_4
1991,55_3_20598_2003_2
1992,55_3_20601_2003_2
1993,55_3_20603_2003_4
1994,55_3_20604_2003_2
1995,55_3_20606_2003_1
1996,55_3_20607_2003_2
1997,55_3_20608_2003_4
1998,55_3_20609_2003_2
1999,55_3_20610_2003_1
2000,55_3_20611_2003_4
2001,55_3_20612_2003_4
2002,55_3_20628_2001_2
2003,55_3_20630_2004_4
2004,55_3_20631_2004_1
2005,55_3_20633_2004_2
2006,55_3_20635_2004_2
2007,55_3_20636_2004_1
2008,55_3_20638_2004_4
2009,55_3_20640_2004_4
2010,55_3_20641_2004_2
2011,55_3_20642_2004_2
2012,55_3_29007_2004_3
2013,55_3_29029_2000_2
2014,55_3_29031_2004_4
2015,55_3_29033_2004_4
2016,55_3_29036_2001_4
2017,55_3_29037_2000_2
2018,55_31_20001_2001_2
2019,55_31_20002_2003_4
2020,55_31_20007_2001_4
2021,55_31_20018_2000_3
2022,55_31_20027_2002_3
2023,55_31_20036_2001_1
2024,55_31_20037_2004_1
2025,55_31_20039_2003_4
2026,55_31_20040_2002_4
2027,55_31_20052_2002_4
2028,55_31_20060_2000_4
2029,55_31_20063_2004_3
2030,55_31_20065_2000_3
2031,55_31_20085_2001_2
2032,55_31_20091_2000_1
2033,55_31_20099_2002_3
2034,55_31_20102_2000_4
2035,55_31_20103_2004_2
2036,55_31_20104_2003_3
2037,55_31_20108_2004_3
2038,55_31_20115_2000_2
2039,55_31_20116_2002_1
2040,55_31_20117_2002_3
2041,55_31_20122_2003_2
2042,55_31_20126_2001_4
2043,55_31_20128_2004_2
2044,55_31_20136_2003_3
2045,55_31_20140_2004_2
2046,55_31_20143_2000_1
2047,55_31_20145_2000_4
2048,55_31_20148_2004_3
2049,55_31_20155_2003_2
2050,55_31_20163_2003_1
2051,55_31_20164_2004_4
2052,55_31_20167_2000_4
2053,55_31_20171_2002_1
2054,55_31_20174_2002_1
2055,55_31_20178_2002_3
2056,55_31_20187_2004_4
2057,55_31_20209_2001_2
2058,55_31_20214_2003_3
2059,55_31_20217_2002_2
2060,55_31_20218_2000_2
2061,55_31_20223_2003_1
2062,55_31_20225_2003_1
2063,55_31_20226_2001_2
2064,55_31_20236_2003_4
2065,55_31_20239_2001_4
2066,55_31_20240_2003_4
2067,55_31_20242_2003_2
2068,55_31_20249_2004_1
2069,55_31_20286_2000_4
2070,55_31_20290_2001_3
2071,55_31_20293_2004_3
2072,55_31_20294_2004_4
2073,55_31_20295_2002_1
2074,55_31_20298_2003_1
2075,55_31_20301_2000_1
2076,55_31_20306_2002_4
2077,55_31_20313_2002_3
2078,55_31_20315_2004_2
2079,55_31_20316_2000_4
2080,55_31_20330_2002_2
2081,55_31_20335_2004_3
2082,55_31_20336_2001_1
2083,55_31_20337_2001_2
2084,55_31_20338_2001_3
2085,55_31_20356_2001_4
2086,55_31_20365_2001_2
2087,55_31_20383_2004_3
2088,55_31_20387_2004_4
2089,55_31_20390_2000_3
2090,55_31_20394_2004_1
2091,55_31_20400_2003_1
2092,55_31_20401_2000_3
2093,55_31_20403_2002_3
2094,55_31_20404_2000_3
2095,55_31_20405_2004_2
2096,55_31_20408_2003_3
2097,55_31_20409_2001_1
2098,55_31_20410_2002_3
2099,55_31_20413_2000_4
2100,55_31_20430_2001_2
2101,55_31_20431_2001_4
2102,55_31_20435_2002_4
2103,55_31_20438_2000_1
2104,55_31_20440_2001_2
2105,55_31_20445_2004_3
2106,55_31_20460_2004_3
2107,55_31_20467_2004_3
2108,55_31_20479_2004_2
2109,55_31_20481_2000_4
2110,55_31_20484_2001_2
2111,55_31_20497_2002_1
2112,55_31_20498_2002_1
2113,55_31_20517_2004_3
2114,55_31_20518_2000_4
2115,55_31_20519_2001_4
2116,55_31_20526_2004_1
2117,55_31_20529_2003_4
2118,55_31_20530_2000_4
2119,55_31_20531_2002_4
2120,55_31_20540_2003_3
2121,55_31_20547_2001_2
2122,55_31_20549_2000_2
2123,55_31_20550_2000_3
2124,55_31_20551_2002_3
2125,55_31_20552_2002_2
2126,55_31_20553_2001_1
2127,55_31_20561_2001_1
2128,55_31_20562_2000_3
2129,55_31_20563_2000_1
2130,55_31_20564_2000_1
2131,55_31_20565_2000_4
2132,55_31_20569_2000_4
2133,55_31_20570_2000_4
2134,55_31_20572_2000_1
2135,55_31_20573_2000_4
2136,55_31_20575_2000_3
2137,55_31_20577_2000_1
2138,55_31_20581_2000_3
2139,55_31_20584_2000_2
2140,55_31_20588_2000_3
2141,55_31_20590_2001_4
2142,55_31_20591_2001_1
2143,55_31_20592_2001_3
2144,55_31_20593_2001_1
2145,55_31_20594_2001_2
2146,55_31_20595_2001_4
2147,55_31_20596_2001_2
2148,55_31_20598_2001_2
2149,55_31_20600_2001_1
2150,55_31_20601_2001_2
2151,55_31_20603_2001_3
2152,55_31_20604_2001_3
2153,55_31_20609_2001_4
2154,55_31_20610_2001_1
2155,55_31_20611_2001_4
2156,55_31_20612_2001_4
2157,55_31_20634_2002_1
2158,55_31_20638_2002_3
2159,55_31_20640_2002_4
2160,55_31_20643_2002_3
2161,55_31_20644_2002_3
2162,55_31_20645_2002_4
2163,55_31_20649_2002_4
2164,55_31_20650_2002_1
2165,55_31_20652_2002_1
2166,55_31_20654_2002_1
2167,55_31_20655_2002_1
2168,55_31_20657_2002_3
2169,55_31_20659_2003_2
2170,55_31_20661_2003_4
2171,55_31_20662_2003_3
2172,55_31_20663_2003_3
2173,55_31_20666_2003_2
2174,55_31_20670_2003_2
2175,55_31_20671_2003_1
2176,55_31_20672_2003_1
2177,55_31_20673_2003_4
2178,55_31_20674_2003_4
2179,55_31_20675_2003_3
2180,55_31_20676_2003_2
2181,55_31_20678_2003_2
2182,55_31_20697_2004_4
2183,55_31_20699_2004_1
2184,55_31_20700_2004_2
2185,55_31_20701_2004_3
2186,55_31_20702_2004_3
2187,55_31_20703_2004_3
2188,55_31_20704_2004_1
2189,55_31_20707_2004_4
2190,55_31_20708_2004_2
2191,55_31_20714_2004_1
2192,55_31_20715_2004_3
2193,55_33_20035_2000_1
2194,55_33_20041_2004_1
2195,55_33_20060_2004_1
2196,55_33_20065_2004_3
2197,55_33_20087_2004_4
2198,55_33_20095_2003_3
2199,55_33_20116_2002_4
2200,55_33_20121_2001_2
2201,55_33_20125_2003_4
2202,55_33_20137_2004_2
2203,55_33_20141_2003_1
2204,55_33_20143_2002_1
2205,55_33_20144_2002_4
2206,55_33_20154_2001_1
2207,55_33_20186_2001_3
2208,55_33_20187_2000_4
2209,55_33_20195_2004_1
2210,55_33_20198_2000_3
2211,55_33_20201_2001_2
2212,55_33_20213_2003_1
2213,55_33_20218_2002_4
2214,55_33_20220_2000_3
2215,55_33_20231_2004_4
2216,55_33_20244_2001_4
2217,55_33_20246_2000_1
2218,55_33_20258_2003_1
2219,55_33_20281_2002_3
2220,55_33_20299_2004_1
2221,55_33_20322_2004_1
2222,55_33_20325_2000_3
2223,55_33_20330_2000_4
2224,55_33_20331_2000_3
2225,55_33_20337_2000_2
2226,55_33_20339_2000_1
2227,55_33_20341_2000_3
2228,55_33_20342_2000_3
2229,55_33_20343_2000_3
2230,55_33_20345_2001_1
2231,55_33_20352_2001_2
2232,55_33_20369_2002_3
2233,55_33_20370_2002_1
2234,55_33_20374_2002_3
2235,55_33_20378_2002_4
2236,55_33_20380_2002_4
2237,55_33_20381_2002_1
2238,55_33_20382_2003_4
2239,55_33_20389_2003_4
2240,55_33_20391_2003_4
2241,55_33_20407_2004_2
2242,55_33_20410_2004_3
2243,55_33_20411_2004_3
2244,55_33_20413_2004_3
2245,55_33_20414_2004_2
2246,55_33_20417_2004_1
2247,55_35_20002_2001_2
2248,55_35_20021_2004_4
2249,55_35_20022_2000_4
2250,55_35_20047_2002_4
2251,55_35_20060_2003_3
2252,55_35_20072_2004_1
2253,55_35_20084_2000_1
2254,55_35_20089_2001_4
2255,55_35_20111_2003_2
2256,55_35_20117_2003_3
2257,55_35_20120_2000_4
2258,55_35_20130_2000_1
2259,55_35_20132_2001_4
2260,55_35_20143_2000_3
2261,55_35_20154_2001_3
2262,55_35_20173_2003_1
2263,55_35_20180_2001_4
2264,55_35_20242_2001_1
2265,55_35_20252_2004_2
2266,55_35_20253_2002_1
2267,55_35_20260_2000_3
2268,55_35_20267_2000_3
2269,55_35_20272_2001_3
2270,55_35_20273_2001_1
2271,55_35_20275_2001_4
2272,55_35_20276_2001_2
2273,55_35_20285_2002_2
2274,55_35_20287_2002_4
2275,55_35_20289_2002_3
2276,55_35_20292_2002_4
2277,55_35_20293_2002_4
2278,55_35_20294_2003_3
2279,55_35_20295_2003_2
2280,55_35_20296_2003_3
2281,55_35_20297_2003_4
2282,55_35_20299_2003_1
2283,55_35_20303_2003_4
2284,55_35_20305_2003_1
2285,55_35_20321_2004_2
2286,55_35_20322_2004_4
2287,55_35_20323_2004_2
2288,55_35_20324_2004_2
2289,55_35_20325_2004_2
2290,55_37_20006_2000_2
2291,55_37_20007_2004_1
2292,55_37_20008_2000_1
2293,55_37_20009_2001_1
2294,55_37_20015_2002_4
2295,55_37_20017_2003_2
2296,55_37_20018_2002_1
2297,55_37_20019_2003_1
2298,55_37_20020_2003_4
2299,55_37_20021_2001_4
2300,55_37_20022_2001_1
2301,55_37_20027_2003_3
2302,55_37_20028_2001_4
2303,55_37_20029_2004_3
2304,55_37_20032_2003_1
2305,55_37_20039_2001_2
2306,55_37_20041_2000_2
2307,55_37_20047_2004_2
2308,55_37_20048_2003_4
2309,55_37_20051_2002_3
2310,55_37_20052_2004_4
2311,55_37_20060_2004_1
2312,55_37_20064_2004_2
2313,55_37_20068_2002_2
2314,55_37_20069_2002_3
2315,55_37_20075_2004_1
2316,55_37_20092_2001_4
2317,55_37_20094_2000_4
2318,55_37_20095_2004_1
2319,55_37_20097_2003_1
2320,55_37_20099_2000_1
2321,55_37_20101_2002_4
2322,55_37_20104_2002_3
2323,55_37_20113_2002_4
2324,55_37_20114_2002_4
2325,55_37_20116_2000_1
2326,55_37_20118_2001_2
2327,55_37_20120_2002_3
2328,55_37_20121_2002_3
2329,55_37_20122_2003_2
2330,55_37_20126_2004_2
2331,55_37_20128_2000_1
2332,55_37_20131_2000_3
2333,55_37_20132_2003_2
2334,55_37_20138_2003_1
2335,55_37_20139_2003_2
2336,55_37_20143_2004_4
2337,55_37_20144_2000_2
2338,55_37_20146_2000_4
2339,55_37_20155_2004_3
2340,55_37_20157_2003_3
2341,55_37_20159_2002_2
2342,55_37_20162_2002_2
2343,55_37_20165_2004_3
2344,55_37_20167_2004_2
2345,55_37_20201_2000_1
2346,55_37_20203_2001_1
2347,55_37_20205_2000_3
2348,55_37_20206_2000_3
2349,55_37_20207_2000_3
2350,55_37_20208_2000_2
2351,55_37_20209_2000_3
2352,55_37_20210_2001_1
2353,55_37_20212_2001_4
2354,55_37_20213_2001_3
2355,55_37_20214_2001_4
2356,55_37_20215_2001_1
2357,55_37_20216_2001_1
2358,55_37_20224_2002_1
2359,55_37_20225_2002_4
2360,55_37_20226_2002_4
2361,55_37_20228_2002_3
2362,55_37_20229_2002_2
2363,55_37_20230_2002_4
2364,55_37_20231_2003_1
2365,55_37_20232_2003_2
2366,55_37_20233_2003_4
2367,55_37_20234_2003_1
2368,55_37_20235_2003_3
2369,55_37_20237_2003_1
2370,55_37_20244_2003_1
2371,55_37_20246_2004_3
2372,55_37_20247_2004_4
2373,55_37_20248_2004_3
2374,55_37_20249_2004_1
2375,55_37_20250_2004_1
2376,55_37_20251_2004_1
2377,55_37_20252_2004_4
2378,55_37_29010_2001_4
2379,55_37_29013_2000_1
2380,55_37_29018_2001_4
2381,55_37_29027_2004_2
2382,55_39_20025_2002_1
2383,55_39_20079_2003_3
2384,55_39_20083_2003_1
2385,55_39_20156_2004_2
2386,55_39_20163_2001_4
2387,55_39_20177_2002_2
2388,55_39_20199_2004_1
2389,55_39_20293_2001_1
2390,55_39_20366_2004_1
2391,55_41_20008_2001_3
2392,55_41_20013_2003_2
2393,55_41_20015_2003_1
2394,55_41_20021_2004_4
2395,55_41_20022_2001_2
2396,55_41_20023_2004_1
2397,55_41_20025_2001_4
2398,55_41_20028_2002_4
2399,55_41_20036_2001_4
2400,55_41_20040_2002_2
2401,55_41_20042_2002_1
2402,55_41_20043_2004_4
2403,55_41_20053_2004_4
2404,55_41_20056_2002_1
2405,55_41_20057_2002_2
2406,55_41_20059_2000_3
2407,55_41_20064_2000_1
2408,55_41_20066_2000_1
2409,55_41_20069_2004_3
2410,55_41_20073_2002_4
2411,55_41_20076_2001_2
2412,55_41_20077_2004_2
2413,55_41_20081_2000_1
2414,55_41_20083_2002_1
2415,55_41_20086_2001_4
2416,55_41_20088_2003_1
2417,55_41_20091_2004_2
2418,55_41_20093_2003_2
2419,55_41_20097_2004_3
2420,55_41_20106_2000_4
2421,55_41_20107_2001_1
2422,55_41_20118_2003_2
2423,55_41_20120_2003_3
2424,55_41_20125_2003_4
2425,55_41_20126_2000_4
2426,55_41_20130_2004_2
2427,55_41_20131_2000_1
2428,55_41_20132_2000_3
2429,55_41_20133_2004_2
2430,55_41_20134_2002_1
2431,55_41_20135_2003_2
2432,55_41_20136_2003_2
2433,55_41_20137_2003_3
2434,55_41_20138_2001_2
2435,55_41_20141_2003_3
2436,55_41_20142_2003_2
2437,55_41_20149_2003_1
2438,55_41_20152_2001_1
2439,55_41_20153_2003_2
2440,55_41_20160_2001_2
2441,55_41_20162_2001_3
2442,55_41_20168_2000_3
2443,55_41_20171_2004_2
2444,55_41_20175_2004_1
2445,55_41_20180_2001_4
2446,55_41_20183_2004_2
2447,55_41_20187_2003_1
2448,55_41_20189_2004_4
2449,55_41_20197_2000_1
2450,55_41_20198_2000_1
2451,55_41_20200_2003_4
2452,55_41_20204_2003_1
2453,55_41_20209_2002_1
2454,55_41_20210_2002_4
2455,55_41_20212_2004_1
2456,55_41_20214_2004_1
2457,55_41_20217_2003_3
2458,55_41_20218_2004_1
2459,55_41_20219_2000_1
2460,55_41_20221_2004_3
2461,55_41_20230_2001_3
2462,55_41_20231_2001_2
2463,55_41_20234_2000_2
2464,55_41_20236_2003_2
2465,55_41_20238_2001_2
2466,55_41_20241_2004_1
2467,55_41_20246_2003_1
2468,55_41_20248_2001_4
2469,55_41_20252_2002_2
2470,55_41_20253_2002_1
2471,55_41_20256_2001_3
2472,55_41_20260_2004_2
2473,55_41_20262_2001_1
2474,55_41_20264_2003_3
2475,55_41_20269_2003_1
2476,55_41_20276_2002_3
2477,55_41_20280_2001_1
2478,55_41_20281_2002_4
2479,55_41_20282_2003_2
2480,55_41_20283_2001_4
2481,55_41_20284_2001_2
2482,55_41_20285_2003_4
2483,55_41_20286_2001_1
2484,55_41_20287_2002_1
2485,55_41_20288_2000_3
2486,55_41_20289_2002_1
2487,55_41_20290_2003_4
2488,55_41_20291_2000_3
2489,55_41_20292_2000_2
2490,55_41_20293_2000_4
2491,55_41_20294_2000_4
2492,55_41_20296_2000_3
2493,55_41_20297_2000_3
2494,55_41_20298_2000_3
2495,55_41_20299_2000_2
2496,55_41_20300_2000_1
2497,55_41_20302_2000_4
2498,55_41_20303_2000_2
2499,55_41_20304_2000_1
2500,55_41_20305_2000_1
2501,55_41_20307_2000_4
2502,55_41_20308_2000_4
2503,55_41_20310_2001_4
2504,55_41_20311_2001_2
2505,55_41_20312_2001_4
2506,55_41_20315_2001_3
2507,55_41_20316_2001_2
2508,55_41_20317_2001_4
2509,55_41_20318_2001_2
2510,55_41_20319_2001_3
2511,55_41_20321_2001_3
2512,55_41_20322_2001_3
2513,55_41_20324_2001_3
2514,55_41_20325_2001_3
2515,55_41_20326_2001_3
2516,55_41_20341_2001_1
2517,55_41_20342_2002_2
2518,55_41_20343_2002_3
2519,55_41_20344_2002_1
2520,55_41_20345_2002_2
2521,55_41_20346_2002_3
2522,55_41_20347_2002_1
2523,55_41_20348_2002_2
2524,55_41_20350_2002_4
2525,55_41_20352_2002_2
2526,55_41_20353_2002_3
2527,55_41_20354_2002_1
2528,55_41_20355_2002_2
2529,55_41_20356_2002_2
2530,55_41_20357_2002_2
2531,55_41_20358_2002_2
2532,55_41_20359_2002_3
2533,55_41_20360_2003_2
2534,55_41_20361_2003_2
2535,55_41_20362_2003_2
2536,55_41_20363_2003_3
2537,55_41_20364_2003_4
2538,55_41_20365_2003_2
2539,55_41_20366_2003_2
2540,55_41_20370_2003_3
2541,55_41_20371_2003_3
2542,55_41_20372_2003_2
2543,55_41_20373_2003_4
2544,55_41_20374_2003_1
2545,55_41_20388_2003_2
2546,55_41_20389_2002_4
2547,55_41_20390_2004_1
2548,55_41_20391_2004_3
2549,55_41_20392_2004_2
2550,55_41_20393_2004_3
2551,55_41_20395_2004_4
2552,55_41_20396_2004_3
2553,55_41_20397_2004_1
2554,55_41_20398_2004_1
2555,55_41_20399_2004_3
2556,55_41_20400_2004_4
2557,55_41_20401_2004_2
2558,55_41_20402_2004_1
2559,55_41_20417_2004_1
2560,55_41_20418_2004_4
2561,55_41_20419_2004_2
2562,55_41_20420_2004_2
2563,55_41_29015_2002_4
2564,55_41_29017_2004_4
2565,55_41_29020_2000_4
2566,55_41_29023_2000_2
2567,55_41_29024_2004_1
2568,55_41_29027_2004_4
2569,55_41_29029_2002_3
2570,55_41_29030_2004_1
2571,55_41_29032_2004_2
2572,55_41_29033_2002_2
2573,55_41_29034_2001_2
2574,55_41_29037_2000_4
2575,55_41_29042_2004_4
2576,55_41_29045_2004_3
2577,55_41_29051_2000_3
2578,55_41_29055_2002_4
2579,55_41_29056_2000_4
2580,55_41_29057_2001_1
2581,55_41_29064_2003_2
2582,55_41_29066_2001_2
2583,55_41_29071_2000_2
2584,55_41_29079_2002_3
2585,55_43_20002_2004_4
2586,55_43_20039_2003_2
2587,55_43_20044_2000_3
2588,55_43_20054_2002_2
2589,55_43_20081_2002_4
2590,55_43_20092_2001_4
2591,55_43_20113_2002_3
2592,55_43_20119_2002_1
2593,55_43_20121_2003_3
2594,55_43_20125_2003_3
2595,55_43_20134_2002_3
2596,55_43_20135_2002_4
2597,55_43_20161_2004_3
2598,55_43_20168_2001_1
2599,55_43_20171_2004_3
2600,55_43_20189_2004_4
2601,55_43_20219_2000_3
2602,55_43_20272_2001_2
2603,55_43_20276_2002_1
2604,55_43_20290_2004_3
2605,55_43_20292_2003_2
2606,55_43_20297_2002_3
2607,55_43_20308_2004_3
2608,55_43_20324_2004_4
2609,55_43_20328_2001_2
2610,55_43_20350_2003_1
2611,55_43_20352_2002_1
2612,55_43_20358_2004_2
2613,55_43_20370_2001_4
2614,55_43_20381_2002_2
2615,55_43_20410_2003_4
2616,55_43_20418_2001_4
2617,55_43_20419_2002_4
2618,55_43_20423_2000_2
2619,55_43_20425_2000_1
2620,55_43_20429_2002_3
2621,55_43_20431_2004_3
2622,55_43_20432_2003_4
2623,55_43_20433_2004_3
2624,55_43_20434_2000_2
2625,55_43_20448_2000_3
2626,55_43_20450_2000_4
2627,55_43_20455_2000_3
2628,55_43_20460_2001_4
2629,55_43_20461_2001_3
2630,55_43_20462_2001_2
2631,55_43_20463_2001_1
2632,55_43_20465_2001_1
2633,55_43_20466_2001_3
2634,55_43_20499_2001_3
2635,55_43_20502_2002_3
2636,55_43_20514_2003_2
2637,55_43_20517_2003_2
2638,55_43_20518_2003_3
2639,55_43_20526_2003_1
2640,55_43_20528_2003_3
2641,55_43_20529_2003_2
2642,55_43_20534_2003_2
2643,55_43_20558_2004_2
2644,55_43_20559_2004_1
2645,55_43_20562_2004_4
2646,55_43_20564_2004_4
2647,55_43_20595_2004_1
2648,55_45_20015_2002_1
2649,55_45_20071_2004_2
2650,55_45_20087_2001_2
2651,55_45_20199_2000_2
2652,55_45_20223_2001_1
2653,55_45_20236_2000_1
2654,55_45_20241_2001_1
2655,55_45_20244_2001_4
2656,55_45_20283_2004_4
2657,55_45_20284_2004_2
2658,55_47_20012_2000_2
2659,55_47_20063_2000_1
2660,55_47_20074_2000_3
2661,55_47_20078_2004_4
2662,55_47_20094_2004_3
2663,55_47_20203_2000_3
2664,55_47_20227_2002_3
2665,55_47_20245_2004_3
2666,55_47_20256_2004_2
2667,55_49_20007_2000_4
2668,55_49_20011_2000_2
2669,55_49_20015_2001_3
2670,55_49_20026_2004_2
2671,55_49_20029_2002_1
2672,55_49_20030_2000_2
2673,55_49_20038_2003_3
2674,55_49_20064_2000_1
2675,55_49_20083_2002_3
2676,55_49_20089_2000_2
2677,55_49_20100_2003_2
2678,55_49_20128_2002_3
2679,55_49_20147_2000_1
2680,55_49_20158_2002_4
2681,55_49_20159_2004_1
2682,55_49_20163_2004_3
2683,55_49_20168_2001_2
2684,55_49_20174_2001_3
2685,55_49_20178_2001_3
2686,55_49_20202_2004_2
2687,55_49_20213_2002_1
2688,55_49_20227_2001_1
2689,55_49_20236_2003_1
2690,55_49_20237_2000_1
2691,55_49_20246_2003_2
2692,55_49_20258_2002_4
2693,55_49_20263_2002_3
2694,55_49_20278_2001_1
2695,55_49_20279_2003_1
2696,55_49_20280_2001_1
2697,55_49_20283_2000_2
2698,55_49_20285_2000_2
2699,55_49_20291_2000_2
2700,55_49_20294_2000_4
2701,55_49_20295_2001_2
2702,55_49_20300_2001_1
2703,55_49_20302_2001_4
2704,55_49_20321_2001_1
2705,55_49_20324_2002_1
2706,55_49_20325_2002_3
2707,55_49_20328_2002_4
2708,55_49_20331_2002_1
2709,55_49_20333_2002_2
2710,55_49_20335_2003_3
2711,55_49_20363_2004_4
2712,55_49_20364_2004_3
2713,55_49_20371_2004_4
2714,55_49_20372_2004_2
2715,55_5_20007_2001_4
2716,55_5_20016_2003_2
2717,55_5_20029_2003_2
2718,55_5_20073_2002_3
2719,55_5_20078_2004_4
2720,55_5_20079_2001_1
2721,55_5_20087_2002_1
2722,55_5_20115_2001_1
2723,55_5_20116_2004_4
2724,55_5_20122_2004_4
2725,55_5_20131_2000_3
2726,55_5_20150_2004_1
2727,55_5_20178_2002_1
2728,55_5_20195_2001_4
2729,55_5_20204_2001_1
2730,55_5_20222_2003_4
2731,55_5_20224_2004_1
2732,55_5_20264_2002_1
2733,55_5_20299_2002_2
2734,55_5_20315_2004_1
2735,55_5_20338_2004_1
2736,55_5_20342_2000_4
2737,55_5_20344_2000_4
2738,55_5_20349_2000_3
2739,55_5_20363_2000_3
2740,55_5_20372_2001_3
2741,55_5_20374_2001_1
2742,55_5_20375_2001_2
2743,55_5_20380_2001_2
2744,55_5_20384_2001_4
2745,55_5_20385_2001_4
2746,55_5_20386_2001_2
2747,55_5_20407_2002_3
2748,55_5_20408_2002_2
2749,55_5_20409_2002_3
2750,55_5_20416_2002_4
2751,55_5_20422_2003_2
2752,55_5_20423_2003_3
2753,55_5_20430_2003_3
2754,55_5_20447_2004_1
2755,55_5_20451_2004_1
2756,55_51_20007_2000_2
2757,55_51_20009_2001_2
2758,55_51_20014_2002_2
2759,55_51_20018_2002_3
2760,55_51_20028_2003_4
2761,55_51_20032_2001_3
2762,55_51_20033_2002_4
2763,55_51_20038_2002_1
2764,55_51_20039_2004_3
2765,55_51_20041_2000_1
2766,55_51_20046_2002_2
2767,55_51_20052_2003_1
2768,55_51_20055_2004_1
2769,55_51_20059_2002_2
2770,55_51_20060_2000_1
2771,55_51_20062_2000_3
2772,55_51_20072_2003_4
2773,55_51_20074_2002_4
2774,55_51_20080_2000_2
2775,55_51_20083_2001_3
2776,55_51_20091_2000_3
2777,55_51_20093_2003_4
2778,55_51_20101_2001_3
2779,55_51_20102_2001_2
2780,55_51_20107_2004_3
2781,55_51_20108_2001_2
2782,55_51_20111_2000_1
2783,55_51_20114_2001_3
2784,55_51_20120_2004_2
2785,55_51_20123_2000_2
2786,55_51_20130_2000_2
2787,55_51_20133_2001_1
2788,55_51_20134_2002_4
2789,55_51_20138_2000_4
2790,55_51_20140_2000_2
2791,55_51_20141_2001_2
2792,55_51_20143_2001_4
2793,55_51_20154_2000_1
2794,55_51_20155_2000_3
2795,55_51_20158_2004_1
2796,55_51_20162_2002_2
2797,55_51_20170_2004_1
2798,55_51_20173_2002_4
2799,55_51_20175_2002_2
2800,55_51_20182_2001_1
2801,55_51_20183_2004_3
2802,55_51_20187_2000_4
2803,55_51_20188_2003_3
2804,55_51_20205_2004_1
2805,55_51_20207_2002_1
2806,55_51_20209_2002_4
2807,55_51_20212_2000_2
2808,55_51_20214_2002_3
2809,55_51_20220_2000_1
2810,55_51_20222_2004_3
2811,55_51_20228_2000_3
2812,55_51_20231_2001_3
2813,55_51_20233_2003_3
2814,55_51_20234_2000_3
2815,55_51_20239_2001_3
2816,55_51_20240_2000_4
2817,55_51_20243_2003_3
2818,55_51_20246_2003_3
2819,55_51_20254_2000_2
2820,55_51_20255_2000_4
2821,55_51_20264_2000_4
2822,55_51_20266_2000_3
2823,55_51_20272_2002_1
2824,55_51_20274_2001_3
2825,55_51_20277_2004_1
2826,55_51_20278_2001_4
2827,55_51_20281_2001_3
2828,55_51_20287_2002_2
2829,55_51_20292_2004_3
2830,55_51_20295_2003_3
2831,55_51_20298_2004_3
2832,55_51_20299_2001_4
2833,55_51_20300_2002_1
2834,55_51_20303_2003_4
2835,55_51_20307_2001_4
2836,55_51_20312_2004_4
2837,55_51_20313_2001_1
2838,55_51_20314_2003_4
2839,55_51_20316_2004_1
2840,55_51_20317_2000_1
2841,55_51_20320_2001_2
2842,55_51_20321_2004_1
2843,55_51_20322_2004_2
2844,55_51_20334_2004_1
2845,55_51_20335_2004_4
2846,55_51_20336_2000_1
2847,55_51_20337_2000_3
2848,55_51_20339_2000_1
2849,55_51_20340_2000_4
2850,55_51_20342_2000_2
2851,55_51_20343_2000_2
2852,55_51_20344_2000_2
2853,55_51_20348_2000_2
2854,55_51_20351_2001_1
2855,55_51_20352_2001_2
2856,55_51_20353_2001_3
2857,55_51_20354_2001_3
2858,55_51_20355_2001_2
2859,55_51_20357_2001_2
